source,reference,groq_bleu,groq_meteor,groq_comet
"When an enterprise borrows funds specifically for the purpose of obtaining a particular qualifying asset, the borrowing costs that directly relate to that qualifying asset can be readily identified.","Wenn ein Unternehmen speziell für die Beschaffung eines bestimmten qualifizierten Vermögenswertes Mittel aufnimmt, können die Fremdkapitalkosten, die sich direkt auf diesen qualifizierten Vermögenswert beziehen, ohne weiteres bestimmt werden.",0.005376277753701598,0.14633878691141264,-1.5841877460479736
the product is a traditional herbal medicinal product for use in specified indication(s) exclusively based upon long-standing use; and,das Produkt ein traditionelles pflanzliches Arzneimittel zur Verwendung für ein spezifiziertes Anwendungsgebiet/spezifizierte Anwendungsgebiete ausschließlich aufgrund langjähriger Anwendung ist und,0.005722356050093397,0.15060728744939272,-1.6068065166473389
State the timing of physical inventory taking.,Angabe des vorgesehenen Zeitplans für die Aufnahme des realen Bestandes.,6.58603216956317e-156,0.025865946918578506,-1.7197532653808594
"nature and extent of the services to be provided, the general characteristics of the work or of the lots by reference to the work (nomenclature reference No(s)).","Art und Umfang der Leistungen, allgemeine Merkmale des Bauwerks oder der Baulose; Nomenklatur-Referenznummer/n.",0.0031672701970170305,0.08204319030906829,-1.609314203262329
"A non-Contracting Party vessel which has been sighted engaging in fishing activities in the Convention area or which has been denied port access, landing or transhipment in accordance with Article 27 shall be presumed to have carried out IUU activities that have undermined the effectiveness of the CCAMLR conservation measures.","Bei einem Schiff einer Nichtvertragspartei, das bei Fangtätigkeiten im Übereinkommensbereich gesichtet oder dem der Zugang zu einem Hafen, die Anlandung oder Umladung gemäß Artikel 27 verweigert wurde, wird davon ausgegangen, dass es IUU-Tätigkeiten ausgeübt hat, die die Wirksamkeit der CCAMLR-Erhaltungsmaßnahmen untergraben.",0.012858042088840132,0.20773948981255697,-1.8157984018325806
An authentic instrument which has been certified as a European Enforcement Order in the Member State of origin shall be enforced in the other Member States without the need for a declaration of enforceability and without any possibility of opposing its enforceability.,"Eine öffentliche Urkunde, die im Ursprungsmitgliedstaat als Europäischer Vollstreckungstitel bestätigt worden ist, wird in den anderen Mitgliedstaaten vollstreckt, ohne dass es einer Vollstreckbarerklärung bedarf und ohne dass ihre Vollstreckbarkeit angefochten werden kann.",0.003880575758583436,0.12101469731990049,-1.792081594467163
"No subdivision of the weight ranges referred to in paragraph 1 may be made using different pack colours, symbols, trademarks or other indications.","Es darf keine Unterteilung der Gewichtsspannen gemäß Absatz 1 mit Hilfe von Packungsfarben, Symbolen, Warenzeichen oder anderen Angaben erfolgen.",1.1842777465563878e-155,0.08796919940291988,-1.7044984102249146
"IAS 2.21 and 2.23 allow various cost formulas (FIFO, weighted average cost or LIFO) for inventories that are ordinarily interchangeable or are not produced and segregated for specific projects.","IAS 2.21 und 2.23 lassen verschiedene Verfahren (FIFO, Durchschnittskostenmethode oder LIFO) für die Zuordnung der Anschaffungs- oder Herstellungskosten von solchen Vorräten zu, die normalerweise austauschbar sind oder nicht für spezielle Projekte hergestellt und ausgesondert werden.",0.018468906028747102,0.2637987012987013,-1.6977910995483398
it is nevertheless necessary that the Board is chaired by a legally qualified member with recognised experience in Community and international law.,den Vorsitz der Beschwerdekammer muss jedoch ein juristisch qualifiziertes Mitglied mit anerkannter Erfahrung im Bereich des Gemeinschaftsrechts und des internationalen Rechts führen;,0.009448759281393798,0.1356729377713459,-1.7260363101959229
"For the purposes of this provision, circumstances arising from work done for another State or for an international organization shall not be taken into account;","Bei Anwendung dieser Vorschrift bleibt die Lage unberücksichtigt, die sich aus dem Dienst für einen anderen Staat oder eine internationale Organisation ergibt;",0.005200497116992556,0.09830207386598364,-1.7160959243774414
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.",0.03834084494063523,0.3025257158988655,-1.7144317626953125
Proficiency testing,Eignungsprüfung,0.0,0.0,-1.63589346408844
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,6.942938811447025e-156,0.036958430913348946,-1.73056161403656
"exceededNumberOfAttempts: PIN not valid and number of PIN checks attempts exceeded,","exceededNumberOfAttempts: ungültige PIN und Zahl der zulässigen PIN-Prüfversuche überschritten,",9.588706607320481e-156,0.05696009747182456,-1.4225223064422607
"HAVING REGARD TO THE TREATY ESTABLISHING THE EUROPEAN ECONOMIC COMMUNITY , AND IN PARTICULAR ARTICLE 54 (3) (G) THEREOF ,","gestützt auf den Vertrag zur Gründung der Europäischen Wirtschaftsgemeinschaft und insbesondere auf Artikel 54 Absatz 3 Buchstabe g),",0.015376896979866734,0.18307678133548783,-1.9838780164718628
"Due to the fact that dairy premiums and additional payments will be included in the single payment scheme on the basis of a different reference period than the one referred to in Article 37 of Regulation (EC) No 1782/2003, it is appropriate, for the purpose of establishing the reference amount, to take into account of dairy farmers finding themselves in a situation referred to in Article 40 of Regulation (EC) No 1782/2003 who lease, because of that situation, their individual reference quantity or part of it according to Article 16 of Regulation (EC) No 1788/2003 during the twelve-month period ending on 31 March of the first year of application of the single payment scheme.","Da die Milchprämien und die Ergänzungszahlungen auf Basis anderer als der in Artikel 37 der Verordnung (EG) Nr. 1782/2003 vorgesehenen Referenzzeiträume in die Betriebsprämienregelung einbezogen werden, empfiehlt es sich, zur Festsetzung des Referenzbetrags die Milcherzeuger zu berücksichtigen, die sich in einer Lage gemäß Artikel 40 der Verordnung (EG) Nr. 1782/2003 befinden und die wegen dieser Lage ihre einzelbetriebliche Referenzmenge gemäß Artikel 16 der Verordnung (EG) Nr. 1788/2003 in den zwölf Monaten bis zum 31. März des ersten Anwendungsjahrs der Betriebsprämienregelung ganz oder teilweise verpachten.",0.05487825004442879,0.37398066536864355,-1.8644979000091553
"In the case of WEEE other than WEEE from private households, and without prejudice to Article 9, Member States shall ensure that producers or third parties acting on their behalf provide for the collection of such waste.","Bei nicht aus privaten Haushalten stammenden Elektro- und Elektronik-Altgeräten stellen die Mitgliedstaaten unbeschadet des Artikels 9 sicher, dass die Hersteller oder in ihrem Namen tätige Dritte für die Sammlung dieser Altgeräte sorgen.",0.00515696213053119,0.11281280403196227,-1.6924021244049072
"Subject to the provisions of Article 15 (2), Article 20 (1) and (3) and Article 22 (1) last subparagraph, Member States shall not restrain the free disposal of the assets, whether movable or immovable property, forming part of the assets of authorized businesses.","Vorbehaltlich des Artikels 15 Absatz 2, des Artikels 20 Absätze 1 und 3 sowie des Artikels 22 Absatz 1 Unterabsatz 2 sehen die Mitgliedstaaten davon ab, die freie Verfügung über die beweglichen und nicht beweglichen Vermögenswerte der zugelassenen Unternehmen zu beschränken.",0.0058009425357176195,0.15382096848153173,-1.5921483039855957
"rates of employee turnover, disability and early retirement;","Fluktuationsraten, Invalidisierungsraten und Frühpensionierungsverhalten;",3.408154516602501e-232,0.0059276822762299956,-1.809780240058899
The Agency should act in support of the Community mechanism in the field of civil protection.,Die Agentur sollte das Gemeinschaftsverfahren im Bereich des Katastrophenschutzes unterstützen.,2.2120293885250683e-79,0.09749521928587106,-1.6823525428771973
Warning of a power supply interruption event may be delayed until the power supply is reconnected.,Die Warnung für das Ereignis Unterbrechung der Stromversorgung kann bis zur Wiederherstellung der Stromversorgung aufgeschoben werden.,0.007055640689972492,0.12349843518674691,-1.389101266860962
Retrocesión al titular el...,Retrocesión al titular el...,0.004451586633138727,0.03164556962025317,-1.673880696296692
Risk describes variability of outcome.,Risiko beschreibt die Unsicherheit zukünftiger Entwicklungen.,1.568529229374604e-79,0.05144032921810699,-1.7713427543640137
recognise a specified portion of the net cumulative actuarial gains and losses that exceed the greater of:,"einen bestimmten Anteil des Teils der kumulierten versicherungsmathematischen Gewinne und Verluste erfolgswirksam zu verrechnen, und zwar den Teil, der den höheren der beiden folgenden Werte übersteigt:",2.106726226268018e-79,0.06131367953104959,-1.748835802078247
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,0.004514655432722375,0.11044825586212614,-1.8334925174713135
Article 4 is hereby amended as follows:,Artikel 4 wird wie folgt geändert:,0.015951386105908065,0.17209869022235763,-1.756555199623108
"Competent authorities shall cooperate with each other whenever necessary for the purpose of carrying out their duties, making use of their powers whether set out in this Directive or in national law.","Die zuständigen Behörden arbeiten zusammen, wenn dies zur Erfuellung ihrer Aufgaben erforderlich ist, und setzen hierzu die Befugnisse ein, die ihnen aufgrund dieser Richtlinie oder durch innerstaatliche Rechtsvorschriften übertragen wurden.",3.043455676494946e-79,0.07714561234329799,-1.702756404876709
sex;,Geschlecht;,4.490203259924914e-232,0.017301038062283742,-1.751533031463623
"revised forecasts of such expenditure for subsequent financial years until the end of the programming period concerned, keeping within the allocation for each Member State.",die revidierten Ausgabenplanungen für die folgenden Haushaltsjahre bis zum Ende des betreffenden Programmplanungszeitraums unter Berücksichtigung der jedem einzelnen Mitgliedstaat zugewiesenen Mittel.,0.01108915926103091,0.17020683176019852,-1.7315407991409302
"the identification code of the holding of destination or of the next keeper of the animals or, when animals are moved to a slaughterhouse, the identification code or the name and location of the slaughterhouse, or, in the event of transhumance, the place of destination,","Kenncode des Bestimmungsbetriebs oder des nächsten Tierhalters oder, wenn die Tiere zu einem Schlachthof verbracht werden, Kenncode oder Name und Standort des Schlachthofs, oder - bei Wanderhaltung - Bestimmungsort,",0.013092354728908464,0.24166009981612827,-1.6229276657104492
The institution of the place of residence shall subsequently carry out any necessary administrative checks or medical examinations of the worker as if he were insured with that institution.,DER TRÄGER DES WOHNORTS FÜHRT SPÄTER ERFORDERLICHENFALLS DIE VERWALTUNGSMÄßIGE ODER DIE ÄRZTLICHE KONTROLLE DES ARBEITNEHMERS WIE BEI SEINEN EIGENEN VERSICHERTEN DURCH.,3.438561285544641e-232,0.06445233265720082,-2.0494401454925537
"As an exception to the general requirement set out in paragraph 2 above, IAS 12 (revised) prohibits the recognition of deferred tax liabilities and deferred tax assets arising from certain assets or liabilities whose carrying amount differs on initial recognition from their initial tax base.","IAS 12 (überarbeitet) untersagt als Ausnahme zu der im obigen Paragraph 2 beschriebenen generellen Anforderung den Ansatz von latenten Steuerschulden und latenten Steueransprüchen hinsichtlich bestimmter Vermögenswerte oder Schulden, deren Buchwert sich beim erstmaligen Ansatz von dem anfänglichen Steuerwert unterscheidet.",0.008141200283551975,0.1589152937746027,-1.5230631828308105
OTHER AID SCHEMES,ANDERE BEIHILFEREGELUNGEN,5.067913641293489e-232,0.027027027027027032,-1.7551608085632324
Member States shall define these areas.,Die Mitgliedstaaten entscheiden über die Abgrenzung dieser Gebiete.,9.163694807097318e-156,0.03709198813056381,-1.7628884315490723
cardIssuingMemberState is the code of the Member State having issued the card.,"cardIssuingMemberState - Code des Mitgliedstaates, der die Karte ausgegeben hat.",0.009580138178013023,0.1253342245989305,-1.459648609161377
"livestock density shall be defined taking into account all grazing livestock kept on the farm or, in the case of a commitment to limit nutrient leaching, all animals kept on the farm which are relevant to the commitment in question.","es wird eine Besatzdichte festgesetzt, wobei sämtliches Weidevieh, das auf dem landwirtschaftlichen Betrieb gehalten wird, oder - im Fall einer Verpflichtung zur Verringerung der Nährstoffauswaschung - der gesamte auf dem landwirtschaftlichen Betrieb gehaltene Viehbestand, der für die jeweilige Verpflichtung von Bedeutung ist, zu berücksichtigen ist.",0.010457702777824802,0.20495129870129872,-1.7592968940734863
"the date of embarkation of the goods and the delivery period concerned, the period shown having no impact on the validity, upon import, of the certificate of origin;",das Datum der Verschiffung der Waren und den betreffenden Lieferzeitraum; der angegebene Zeitraum hat keine Auswirkung auf die Gültigkeitsdauer der Ursprungsbescheinigung bei der Einfuhr;,3.5709442595702424e-79,0.15679662802950475,-1.5750254392623901
"""introduction"" means the bringing of goods into one of the territories listed in Annex I to Directive 97/78/EC for the purpose of placing them under the customs procedures referred to in Article 4(16)(a) to (f) of Council Regulation (EC) No 2913/92 of 12 October 1992 establishing the Community Customs Code(9);","Einfuhr: die Einfuhr von Waren in eines der in Anhang I der Richtlinie 97/78/EG aufgeführten Gebiete mit dem Ziel, diese Waren nach den in Artikel 4 Absatz 16 Buchstaben a bis f der Verordnung (EG) Nr. 2913/92 des Rates vom 19. Oktober 1992 zur Festlegung des Zollkodex der Gemeinschaften(9) genannten Zollverfahren in Verkehr zu bringen;",0.0358918948843672,0.31084187023903337,-2.037010669708252
"The original IAS 17 provided a free choice of method in the allocation of finance income by a lessor, namely the recognition of income basing on a pattern reflecting a constant periodic rate of return based on either:","Der ursprüngliche IAS 17 umfasste ein freies Methodenwahlrecht für die Verteilung von Finanzerträgen eines Leasinggebers, nämlich die Erfassung von Erträgen anhand eines Schemas, welches eine konstante periodische Verzinsung einer der folgenden Beträge widerspiegelt:",0.007004320746390969,0.16325123152709362,-1.7866489887237549
The institution of the place of residence shall inform the competent institution of every registration effected in accordance with paragraph 1.,DER TRÄGER DES WOHNORTS BENACHRICHTIGT DEN ZUSTÄNDIGEN TRÄGER VON JEDER VON IHM GEMÄß ABSATZ 1 VORGENOMMENEN EINTRAGUNG.,4.81764722622214e-232,0.06567425569176884,-1.8513108491897583
"""reinsurance mediation"" means the activities of introducing, proposing or carrying out other work preparatory to the conclusion of contracts of reinsurance, or of concluding such contracts, or of assisting in the administration and performance of such contracts, in particular in the event of a claim.","""Rückversicherungsvermittlung"" das Anbieten, Vorschlagen oder Durchführen anderer Vorbereitungsarbeiten zum Abschließen von Rückversicherungsverträgen oder das Abschließen von Rückversicherungsverträgen oder das Mitwirken bei deren Verwaltung und Erfuellung, insbesondere im Schadensfall.",2.2646807081818142e-79,0.11419800460475828,-1.75255286693573
Member States have not entered a reservation in respect of any of these amendments.,Die Mitgliedstaaten haben keine Vorbehalte gegen diese Änderungen angemeldet.,0.0022121085057958657,0.03692227327231068,-1.9723613262176514
"""Surfactant"" means any organic substance and/or preparation used in detergents, which has surface-active properties and which consists of one or more hydrophilic and one or more hydrophobic groups of such a nature and size that it is capable of reducing the surface tension of water, and of forming spreading or adsorption monolayers at the water-air interface, and of forming emulsions and/or microemulsions and/or micelles, and of adsorption at water-solid interfaces.","""Tensid"": in Detergenzien verwendete organische Stoffe und/oder Zubereitungen mit grenzflächenaktiven Eigenschaften, die aus einer oder mehreren hydrophilen und einer oder mehreren hydrophoben Gruppen solcher Art und Größe bestehen, dass sie die Fähigkeit besitzen, die Oberflächenspannung von Wasser zu verringern, monomolekulare Streuungs- oder Adsorptionsschichten an der Wasser/Luft-Grenzfläche zu bilden, Emulsionen und/oder Mikroemulsionen und/oder Micellen zu bilden und sich an Wasser/Festkörper-Grenzflächen anzulagern;",0.030559358272309087,0.3338728920916507,-1.722333312034607
INSTRUCTIONS CONCERNING THE LOG-BOOK,ANWEISUNGEN ZUM FISCHEREILOGBUCH,0.0,0.023976982097186704,-2.1343820095062256
"""Upstream"" transactions are, for example, sales of assets from an associate to the investor (or its consolidated subsidiaries).","""Upstream""- Transaktionen sind beispielsweise Verkäufe von Vermögenswerten eines assoziierten Unternehmens an den Anteilseigner (oder seine konsolidierten Tochtergesellschaften).",0.008562606044376133,0.1599871867881549,-1.471116304397583
Appropriations relating to staff expenditure may not be carried over.,Mittel für Personalausgaben können nicht übertragen werden.,0.0036664941566776207,0.06538796861377509,-1.803279995918274
"A sample for testing shall be taken only in cases where the customs office of exit cannot check, visually and using the information on the packaging and in the documentation, whether the goods tally with the accompanying document.","Eine Probe für eine Analyse wird nur genommen, wenn die Ausgangszollstelle anhand der Angaben auf der Verpackung und der Papiere nicht visuell feststellen kann, ob die Ware mit dem Dokument übereinstimmt.",0.016477707256525555,0.21272606050504209,-1.8373384475708008
"TO BE MADE AVAILABLE FREE OF CHARGE TO THE VICTIMS OF SUCH DISASTERS , WHILE REMAINING THE PROPERTY OF THE ORGANIZATIONS IN QUESTION.","ODER DEN OPFERN SOLCHER KATASTROPHEN UNENTGELTLICH ZUR VERFÜGUNG GESTELLT ZU WERDEN , DABEI JEDOCH EIGENTUM DER BETREFFENDEN ORGANISATIONEN BLEIBEN.",0.002303449190454568,0.05971838551258441,-1.66666579246521
The staff member shall then immediately cease to perform his duties.,Der Bedienstete hat seine dienstliche Tätigkeit sofort einzustellen.,6.64182535702243e-156,0.02471751412429379,-1.7871508598327637
"the carriage of passengers, whether by regular or occasional service, by a motor vehicle of category M2 or category M3, as defined in Council Directive 70/156/EEC of 6 February 1970 on the approximation of the laws of the Member States relating to the type-approval of motor vehicles and their trailers(8).",regelmäßige oder gelegentliche Personenbeförderung mit einem Kraftfahrzeug der Kategorie M2 oder der Kategorie M3 gemäß der Definition in Richtlinie 70/156/EWG des Rates vom 6. Februar 1970 zur Angleichung der Rechtsvorschriften der Mitgliedstaaten über die Betriebserlaubnis für Kraftfahrzeuge und Kraftfahrzeuganhänger(8).,0.019527148270195794,0.22581347730272847,-1.7962952852249146
Zona Ogliolo:,Ogliolo:,3.884158852293531e-232,0.009960159362549804,-1.8284965753555298
"With regard to buildings, only the depreciation costs corresponding to the life of the research project, as calculated on the basis of good accounting practice, are considered as eligible.",Bei Gebäuden gilt nur die nach den Grundsätzen ordnungsgemäßer Buchführung ermittelte Wertminderung während der Dauer des Forschungsvorhabens als beihilfefähig.,1.0774381602446145e-155,0.04615384615384616,-1.6355361938476562
"The Member States shall bring into force the laws, regulations and administrative provisions necessary to comply with the provisions of this Directive by 31 December 2004.","Die Mitgliedstaaten setzen die erforderlichen Rechts- und Verwaltungsvorschriften in Kraft, um dieser Richtlinie bis spätestens Freitag, 31. Dezember 2004 nachzukommen.",0.01041080828158938,0.2091363636363637,-1.5085269212722778
Entry into force and applicability,Inkrafttreten und Geltungsdauer,8.734094724569829e-156,0.04261363636363637,-1.7109285593032837
SMOKE DENSITY OF DIESEL ENGINES*SD-R*,Opazität der Abgase des Dieselmotors * ER-P *,4.7065669109970555e-232,0.019193857965451058,-1.540241003036499
"The files relating to applications for registered Community designs which have not yet been published or the files relating to registered Community designs which are subject to deferment of publication in accordance with Article 50 or which, being subject to such deferment, have been surrendered before or on the expiry of that period, shall not be made available for inspection without the consent of the applicant for or the right holder in the registered Community design.","Einsicht in die Akten von Anmeldungen für eingetragene Gemeinschaftsgeschmacksmuster, die noch nicht bekannt gemacht worden sind, oder in die Akten von eingetragenen Gemeinschaftsgeschmacksmustern, die Gegenstand der aufgeschobenen Bekanntmachung gemäß Artikel 50 sind, oder die Gegenstand der aufgeschobenen Bekanntmachung waren und auf die bei oder vor Ablauf der Frist für die Aufschiebung der Bekanntmachung verzichtet wurde, wird nur mit Zustimmung des Anmelders oder des Rechtsinhabers des eingetragenen Gemeinschaftsgeschmacksmusters gewährt.",0.005461610373193426,0.12801895428072896,-1.8441376686096191
carrying out statutory audits of the annual accounts of companies and firms and verifying that the annual reports are consistent with those annual accounts in so far as such audits and such verification are required by Community law;,"der Pflichtprüfung des Jahresabschlusses von Gesellschaften sowie der Prüfung der Übereinstimmung des Lageberichts mit diesem Jahresabschluß, soweit solche Prüfungen nach Gemeinschaftsrecht zwingend vorgeschrieben sind;",0.0034031412718893363,0.0780442140131058,-1.7811203002929688
Article 22b,Artikel 22b,7.602052492996384e-156,0.033303730017762,-1.6618638038635254
Entry into force and applicability,Inkrafttreten und Gültigkeit,1.10760891447323e-155,0.06602112676056339,-2.0238516330718994
The granting of authorisation shall not affect the civil or criminal liability of the manufacturer or of the holder of the marketing authorisation pursuant to the applicable national law in Member States.,Die Erteilung der Genehmigung lässt die zivilrechtliche Haftung oder strafrechtliche Verantwortung des Herstellers oder des Inhabers der Genehmigung für das Inverkehrbringen aufgrund des nationalen Rechts in den Mitgliedstaaten unberührt.,0.014841474049255655,0.2418229491962211,-1.5206917524337769
Crémant de Loire,Crémant de Loire,1.0749147665802223e-79,0.014591439688715955,-1.6139702796936035
"the company operating the scheduled services referred to above keeps and updates a list of the ships concerned and sends it to the competent authority for maritime security for the port concerned,","Das Unternehmen, das die genannten Liniendienste betreibt, stellt ein Verzeichnis der betreffenden Schiffe auf, das ständig aktualisiert wird, und übermittelt es der für den betreffenden Hafen zuständigen Behörde für die Gefahrenabwehr im Seeverkehr.",6.30626666583799e-79,0.22410833492275423,-1.6124347448349
CHAPTER IV,ABSCHNITT IV,4.352349170484643e-232,0.015384615384615389,-1.8716552257537842
"The Council, acting by a qualified majority on a proposal from the Commission, may extend that period.""","Auf Vorschlag der Kommission kann der Rat diesen Zeitraum mit qualifizierter Mehrheit verlängern.""",0.004309212195910767,0.09971618786835351,-1.8406009674072266
