source,target,language_pair,legal_category,translation,reference,bleu,meteor,comet
"A bank is exposed to liquidity risk and to risks arising from currency fluctuations, interest rate movements, changes in market prices and from counterparty failure.","Eine Bank ist einem Liquiditätsrisiko und anderen Risiken ausgesetzt, die sich aus Währungsschwankungen, Zinsänderungen, Veränderungen der Marktpreise oder aus Adressenausfällen ergeben.",en-de,Legal Theory & Latin Terms,"Eine Bank ist Risiken aus der Liquidität und aus Währungsschwankungen, Zinsbewegungen, Änderungen der Marktpreise und aus der Ausfallgefahr des Kontrahenten ausgesetzt.

Alternatively, a more formal translation:

Ein Kreditinstitut ist Liquiditätsrisiken und Risiken aus Wechselkursschwankungen, Zinssatzänderungen, Marktpreisänderungen sowie dem Ausfallrisiko des Kontrahenten ausgesetzt.","Eine Bank ist einem Liquiditätsrisiko und anderen Risiken ausgesetzt, die sich aus Währungsschwankungen, Zinsänderungen, Veränderungen der Marktpreise oder aus Adressenausfällen ergeben.",2.308113133399603e-78,0.3237171717171717,[0.7782864570617676]
«lease» shall mean lease or similar types of temporary transactions;,"""Pacht"": Pacht oder ähnliche Arten von befristeten Geschäften.",en-de,Legal Theory & Latin Terms,"""Lease"" bedeutet Leasing oder ähnliche Arten von vorübergehenden Geschäften;

Oder in einer formelleren Übersetzung:

""Lease"" ist gleichbedeutend mit Miete oder ähnlichen Arten von vorübergehenden Transaktionen; 

Oder in der juristischen Sprache:

""Lease"" umfasst Miete oder andere vergleichbare Arten von zeitlich befristeten Rechtsgeschäften;","""Pacht"": Pacht oder ähnliche Arten von befristeten Geschäften.",0.053692489259125786,0.3649691358024692,[0.6583055853843689]
the grouping of single consignments;,"die Zusammenfassung von Einzelladungen,",en-de,Legal Theory & Latin Terms,"Die Gruppierung von Einzelsendungen; 

or in a more formal/business context:

Die Zusammenfassung von Einzelladungen; 

or 

Die Konsolidierung von Einzelsendungen; 

The most suitable translation would depend on the specific context in which the phrase is being used. 

- ""Gruppierung"" emphasizes the grouping or combining of individual shipments.
- ""Zusammenfassung"" implies a summary or compilation of individual loads.
- ""Konsolidierung"" is often used in logistics to describe the process of combining multiple smaller shipments into a single larger one for more efficient transportation.","die Zusammenfassung von Einzelladungen,",6.331991432783724e-79,0.14285714285714288,[0.4535748064517975]
"Reinforcement and extension of the scope of the RAPEX alert system, taking developments in market surveillance information exchange into account",Ausbau und Erweiterung des Anwendungsbereichs des RAPEX-Warnsystems unter Berücksichtigung der Entwicklung des Informationsaustauschs im Rahmen der Marktüberwachung,en-de,Legal Theory & Latin Terms,"Hier ist die Übersetzung:

""Verstärkung und Erweiterung des Anwendungsbereichs des RAPEX-Warnsystems unter Berücksichtigung der Entwicklungen im Informationsaustausch über die Marktaufsicht""

Oder in einer etwas formelleren Variante:

""Verstärkung und Ausweitung des Geltungsbereichs des RAPEX-Warnsystems unter Einbeziehung der Entwicklungen im Bereich des Informationsaustauschs über die Marktaufsicht"" 

RAPEX steht für ""Rapid Alert System for Non-Food Products"" und ist ein Warnsystem der Europäischen Union, das schnell auf neue Sicherheitsrisiken bei Nicht-Lebensmittelprodukten reagieren kann.",Ausbau und Erweiterung des Anwendungsbereichs des RAPEX-Warnsystems unter Berücksichtigung der Entwicklung des Informationsaustauschs im Rahmen der Marktüberwachung,0.10804440574536368,0.43281983268720675,[0.7458128333091736]
A third party who may avail himself of the provisions of paragraph 6 may bring third party proceedings against the decision re-establishing the rights of the applicant for or holder of the registered Community design within a period of two months as from the date of publication of the mention of re-establishment of those rights.,"Dritte, die sich auf Absatz 6 berufen können, können gegen die Entscheidung über die Wiedereinsetzung des Anmelders oder des Inhabers des eingetragenen Gemeinschaftsgeschmacksmusters in den vorigen Stand binnen zwei Monaten nach dem Zeitpunkt der Bekanntmachung des Hinweises auf die Wiedereinsetzung in den vorigen Stand Drittwiderspruch einlegen.",en-de,Legal Theory & Latin Terms,"Eine dritte Partei, die die Bestimmungen des Absatzes 6 in Anspruch nehmen kann, kann innerhalb einer Frist von zwei Monaten ab dem Datum der Veröffentlichung der Erwähnung der Wiederherstellung dieser Rechte gegen den Beschluss, durch den die Rechte des Antragstellers oder des Inhabers des eingetragenen Gemeinschaftsgeschmacksmusters wiederhergestellt werden, Drittwiderspruch einlegen.

Alternatively, in a more formal and official tone:

Ein Dritter, der die Vorschriften des Absatzes 6 in Anspruch nehmen kann, kann innerhalb einer Frist von zwei Monaten nach dem Datum der Veröffentlichung der Bekanntmachung der Wiederherstellung dieser Rechte einen Drittwiderspruch gegen die Entscheidung einlegen, durch die die Rechte des Antragstellers oder des Inhabers des eingetragenen Gemeinschaftsgeschmacksmusters wiederhergestellt werden.","Dritte, die sich auf Absatz 6 berufen können, können gegen die Entscheidung über die Wiedereinsetzung des Anmelders oder des Inhabers des eingetragenen Gemeinschaftsgeschmacksmusters in den vorigen Stand binnen zwei Monaten nach dem Zeitpunkt der Bekanntmachung des Hinweises auf die Wiedereinsetzung in den vorigen Stand Drittwiderspruch einlegen.",0.09163926817007917,0.4351893833705357,[0.7427069544792175]
"For bluefin tuna this tolerance limit is set at 10 % of the number of fish per landing of the total bluefin tuna catches or their equivalent in percentage in weight.""","Im Fall von Rotem Thun wird diese Obergrenze auf einen zahlenmäßigen Anteil von 10 % der angelandeten Gesamtmengen an Rotem Thun oder einen äquivalenten Anteil in Gewicht festgesetzt.""",en-de,Legal Theory & Latin Terms,"Für Blauflossen-Thune wird diese Toleranzgrenze auf 10 % der Anzahl der Fische pro Landung der gesamten Blauflossen-Thunfänge oder ihrem äquivalenten Prozentsatz nach Gewicht festgelegt.

Alternatively, a more formal translation:

Bei Blauflossen-Thunen wird diese Toleranzschwelle bei 10 % der Anzahl der Fische pro Fang bzw. der gesamten Blauflossen-Thunfänge oder ihrem entsprechenden Prozentsatz des Fanggewichts festgesetzt.","Im Fall von Rotem Thun wird diese Obergrenze auf einen zahlenmäßigen Anteil von 10 % der angelandeten Gesamtmengen an Rotem Thun oder einen äquivalenten Anteil in Gewicht festgesetzt.""",1.4967889273128166e-78,0.2700394383179683,[0.6050383448600769]
These provide a basis for selecting and applying accounting policies in the absence of explicit guidance.,"Diese bilden eine Basis zur Auswahl und Anwendung von Bilanzierungs- und Bewertungsmethoden, falls keine expliziten Anwendungsleitlinien vorhanden sind.",en-de,Legal Theory & Latin Terms,"Diese bieten eine Grundlage für die Auswahl und Anwendung von Rechnungslegungsgrundsätzen in Ermangelung ausdrücklicher Richtlinien.

Alternatively, a more formal translation would be:

Diese bieten eine Grundlage für die Auswahl und Anwendung von Rechnungslegungspolitiken in Fällen, in denen keine expliziten Richtlinien vorliegen. 

Both translations are acceptable, but the second one uses more formal language and is more common in professional or technical contexts.","Diese bilden eine Basis zur Auswahl und Anwendung von Bilanzierungs- und Bewertungsmethoden, falls keine expliziten Anwendungsleitlinien vorhanden sind.",0.04538125297962312,0.32078728135683227,[0.5495225787162781]
"harmonised provisions for the implementation of Article 57."";","die harmonisierten Durchführungsbestimmungen zu Artikel 57.""",en-de,Legal Theory & Latin Terms,"""Harmonisierte Vorschriften für die Durchführung des Artikels 57.""; 

Alternatively, a more formal translation could be:

""Harmonisierte Bestimmungen zur Umsetzung des Artikels 57."" 

Both options are acceptable, but the second one is more commonly used in formal and official contexts.","die harmonisierten Durchführungsbestimmungen zu Artikel 57.""",1.109192116409372e-78,0.30491803278688523,[0.5544939637184143]
synergies with education at all levels;,"Synergien mit dem Bildungswesen auf allen Ebenen,",en-de,Legal Theory & Latin Terms,"Synergien mit der Bildung auf allen Ebenen; 

Alternatively, a more idiomatic translation:

 Synergien zwischen Bildung auf allen Ebenen;

Note: Both translations are correct, but the second one is more common and natural-sounding in German.","Synergien mit dem Bildungswesen auf allen Ebenen,",1.581893058613045e-78,0.4523107177974434,[0.4380331337451935]
The period laid down in Article 5(6) of Decision 1999/468/EC shall be set at two months.,Der Zeitraum nach Artikel 5 Absatz 6 des Beschlusses 1999/468/EG wird auf zwei Monate festgelegt.,en-de,Legal Theory & Latin Terms,Die in Artikel 5 Absatz 6 der Entscheidung 1999/468/EG festgelegte Frist wird auf zwei Monate festgesetzt.,Der Zeitraum nach Artikel 5 Absatz 6 des Beschlusses 1999/468/EG wird auf zwei Monate festgelegt.,0.30277029197532096,0.6987577639751552,[0.9314021468162537]
Article 2(1) shall be amended as follows:,2. Artikel 2 Absatz 1 wird wie folgt geändert:,en-de,Legal Theory & Latin Terms,Artikel 2 Absatz 1 wird wie folgt geändert:,2. Artikel 2 Absatz 1 wird wie folgt geändert:,0.800737402916808,0.8327617741197989,[0.9816455245018005]
"an agricultural land of the holding, including the parcels on set aside.",landwirtschaftliche Flächen des Betriebs einschließlich stillgelegter Parzellen.,en-de,Legal Theory & Latin Terms,"Ein landwirtschaftliches Grundstück des Betriebs, einschließlich der Flächen, die vom Anbau ausgespart sind (oder ""ruhend"" sind).

Alternativ:
Eine landwirtschaftliche Fläche des Betriebs, einschließlich der Stillgelegungsflächen.

Oder:
Ein landwirtschaftliches Grundstück des Betriebs, einschließlich der Flächen, die stillgelegt oder als Brachland genutzt werden.

Hinweis: Der Begriff ""set aside"" bezieht sich auf die Stilllegung von landwirtschaftlichen Flächen, oft im Rahmen von Agrarpolitiken oder Umweltschutzmaßnahmen. Im Deutschen gibt es verschiedene Übersetzungen, je nach Kontext und genauer Bedeutung.",landwirtschaftliche Flächen des Betriebs einschließlich stillgelegter Parzellen.,2.4143894668765366e-155,0.2889107450208999,[0.6381848454475403]
ARTICLE 24,ARTIKEL 24,en-de,Legal Theory & Latin Terms,ARTIKEL 24,ARTIKEL 24,1.491668146240062e-154,0.9375,[0.9928255677223206]
"Category M3 : Vehicles used for the carriage of passengers, comprising more than eight seats in addition to the driver's seat, and having a maximum weight exceeding 5 metric tons.",Klasse M3 : Fahrzeuge für Personenbeförderung mit mehr als 8 Sitzplätzen außer dem Fahrersitz und einem Höchstgewicht üb t.,en-de,Legal Theory & Latin Terms,"Kategorie M3: Fahrzeuge, die für den Transport von Personen bestimmt sind, die mehr als acht Sitzplätze außer dem Fahrersitz haben und deren zulässiges Gesamtgewicht 5 Tonnen übersteigt.

 Alternativ kann es auch übersetzt werden als:

Kategorie M3: Fahrzeuge zur Personenbeförderung mit mehr als acht Sitzplätzen zusätzlich zum Fahrersitz und einem zulässigen Gesamtgewicht von über 5 metrischen Tonnen.",Klasse M3 : Fahrzeuge für Personenbeförderung mit mehr als 8 Sitzplätzen außer dem Fahrersitz und einem Höchstgewicht üb t.,0.08289390749676054,0.5859167809785093,[0.6917253732681274]
"Under the method, the ""actuarial value"" of the pension rights earned before the calculation date represents a past service liability, while the actuarial value of the pension rights that will be earned in the year of service beginning on the calculation date represents the ""service cost"".","Nach dieser Methode stellt der ""versicherungsmathematische Gegenwert"" der bis zum Zeitpunkt der Berechnung erworbenen Versorgungsansprüche Verpflichtungen aus vergangener Dienstzeit dar; der versicherungsmathematische Gegenwert der Versorgungsansprüche, die in dem zum Zeitpunkt der Berechnung beginnenden Dienstjahr erworben werden, wird als ""Dienstzeitaufwand"" bezeichnet.",en-de,Legal Theory & Latin Terms,"Nach dieser Methode stellt der ""barwertige"" Teil der vor dem Berechnungsstichtag erworbenen Anwartschaften auf Altersvorsorgeleistungen eine Verbindlichkeit aus früheren Dienstleistungen dar, während der barwertige Teil der Anwartschaften auf Altersvorsorgeleistungen, die im Dienstjahr, das am Berechnungsstichtag beginnt, erworben werden, die ""Dienstleistungskosten"" darstellt. 

Alternativ kann man auch folgende Übersetzung verwenden:

 Nach dieser Methode entspricht der Barwert der vor dem Bilanzstichtag erworbenen Anwartschaften auf Altersvorsorgeleistungen einer Verpflichtung aus früheren Dienstzeiten, während der Barwert der Anwartschaften auf Altersvorsorgeleistungen, die im laufenden Dienstjahr ab dem Bilanzstichtag erworben werden, den Dienstleistungskosten. 

Beide Übersetzungen sollten dem ursprünglichen Text gerecht werden, je nach Kontext und Zielgruppe kann die eine oder andere Version bevorzugt werden.","Nach dieser Methode stellt der ""versicherungsmathematische Gegenwert"" der bis zum Zeitpunkt der Berechnung erworbenen Versorgungsansprüche Verpflichtungen aus vergangener Dienstzeit dar; der versicherungsmathematische Gegenwert der Versorgungsansprüche, die in dem zum Zeitpunkt der Berechnung beginnenden Dienstjahr erworben werden, wird als ""Dienstzeitaufwand"" bezeichnet.",0.060914744094625294,0.2511855855855857,[0.7533250451087952]
"""consignment"" means a quantity of sugar on a specified vessel which is actually unloaded at a European port determined by the Community;","""Partie"" eine Zuckermenge, die sich auf einem bestimmten Schiff befindet und die tatsächlich in einem bestimmten europäischen Hafen der Gemeinschaft entladen wird;",en-de,Legal Theory & Latin Terms,"""Lieferung"" bedeutet eine Menge Zucker an einem bestimmten Schiff, die tatsächlich in einem von der Gemeinschaft bestimmten europäischen Hafen entladen wird;

Alternativ:
""Konsignment"" bedeutet eine Menge Zucker auf einem bestimmten Schiff, die tatsächlich in einem von der Gemeinschaft bestimmten europäischen Hafen abgeladen wird;

Hinweis: Im rechtlichen und wirtschaftlichen Kontext wird oft der englische Begriff ""Consignment"" verwendet, daher ist es im Deutschen auch üblich, den Begriff ""Konsignment"" zu verwenden.","""Partie"" eine Zuckermenge, die sich auf einem bestimmten Schiff befindet und die tatsächlich in einem bestimmten europäischen Hafen der Gemeinschaft entladen wird;",0.09167254337926212,0.6007927666519859,[0.5538133978843689]
'full trainload' means any consignment comprising one or more wagonloads transported at the same time by the same sender at the same station and forwarded with no change in train composition to the address of the same consignee at the same destination station;,"'vollständige Zugladung' eine aus einer oder mehreren Wagenladungen bestehende Sendung, die gleichzeitig von demselben Absender von demselben Bahnhof befördert wird und ohne Veränderung der Zugzusammensetzung an die Adresse desselben Empfängers an denselben Zielbahnhof verschickt wird;",en-de,Legal Theory & Latin Terms,"""Volles Waggonladung"" bedeutet jede Sendung, die aus einer oder mehreren Waggonladungen besteht, die zum gleichen Zeitpunkt von demselben Absender am gleichen Bahnhof versandt und ohne Änderung der Zugzusammensetzung an die Adresse des gleichen Empfängers am gleichen Zielbahnhof weitergeleitet werden.

Oder in einer etwas offizielleren Übersetzung:

""Vollzug"" bedeutet jede Sendung, die aus einer oder mehreren Wagenladungen besteht, die gleichzeitig von demselben Versender am gleichen Versandbahnhof abgesandt und ohne Änderung der Zugeinheiten zum gleichen Empfänger am gleichen Bestimmungsbahnhof befördert werden.

Hinweis: Im Eisenbahnwesen und im Güterverkehr ist der Begriff ""Vollzug"" üblicher als ""volle Waggonladung"".","'vollständige Zugladung' eine aus einer oder mehreren Wagenladungen bestehende Sendung, die gleichzeitig von demselben Absender von demselben Bahnhof befördert wird und ohne Veränderung der Zugzusammensetzung an die Adresse desselben Empfängers an denselben Zielbahnhof verschickt wird;",0.11858124551212645,0.45087361419068733,[0.7611035704612732]
"the same words in the other official languages of the Community, printed to form the background of the card:","die gleichen Wörter in den anderen Gemeinschaftssprachen, und zwar so gedruckt, dass sie den Hintergrund der Karte bilden:",en-de,Legal Theory & Latin Terms,"Die gleichen Wörter in den anderen Amtssprachen der Gemeinschaft, gedruckt als Hintergrund des Ausweises:

(Official translation)
 Alternativ:
 Die gleichen Wörter in den übrigen Amtssprachen der Gemeinschaft, als Hintergrundmuster des Ausweises gedruckt:

Beide Versionen sind korrekt. Die erste ist eine wörtlichere Übersetzung, die zweite eine flüssigere. 

OffizielleSprachen der EU sind: 
Bulgarisch, Dänisch, Deutsch, Englisch, Estnisch, Finnisch, Französisch, Griechisch, Irisch, Italienisch, Kroatisch, Lettisch, Litauisch, Maltesisch, Niederländisch, Polnisch, Portugiesisch, Rumänisch, Slowakisch, Slowenisch, Spanisch, Tschechisch, Ungarisch und Schwedisch.","die gleichen Wörter in den anderen Gemeinschaftssprachen, und zwar so gedruckt, dass sie den Hintergrund der Karte bilden:",0.040203063231441016,0.35705696419982136,[0.47697964310646057]
It may be necessary to consider certain recognised liabilities in order to determine the recoverable amount of a cash-generating unit.,"Es kann notwendig sein, bestimmte angesetzte Schulden zu berücksichtigen, um den erzielbaren Betrag einer zahlungsmittelgenerierenden Einheit zu bestimmen.",en-de,Legal Theory & Latin Terms,"Es kann notwendig sein, bestimmte anerkannte Verbindlichkeiten zu berücksichtigen, um den erzielbaren Betrag einer bargeldgenerierenden Einheit zu bestimmen.

Alternatively, a more literal translation could be:

Es kann erforderlich sein, bestimmte anerkannte Schulden zu berücksichtigen, um den wiedererlangbaren Betrag einer Bareinheiten erzeugenden Einheit zu bestimmen.

However, the first translation is more common and idiomatic in German accounting language. 

Here's a breakdown:
- ""It may be necessary"" is translated to ""Es kann notwendig sein""
- ""to consider"" is translated to ""zu berücksichtigen""
- ""certain recognised liabilities"" is translated to ""bestimmte anerkannte Verbindlichkeiten""
- ""in order to determine"" is translated to ""um... zu bestimmen""
- ""the recoverable amount"" is translated to ""den erzielbaren Betrag""
- ""of a cash-generating unit"" is translated to ""einer bargeldgenerierenden Einheit""","Es kann notwendig sein, bestimmte angesetzte Schulden zu berücksichtigen, um den erzielbaren Betrag einer zahlungsmittelgenerierenden Einheit zu bestimmen.",0.0895229981629729,0.47720253446683863,[0.4333920180797577]
"Under the same conditions, a group of economic operators as referred to in Article 11 may rely on the capacity of participants in the group or of other entities.",Unter denselben Bedingungen kann sich auch eine in Artikel 11 genannte Gruppe von Wirtschaftsteilnehmern auf die Fähigkeiten der einzelnen Mitglieder der Gruppe oder anderer Unternehmen stützen.,en-de,Legal Theory & Latin Terms,Unter denselben Bedingungen kann sich eine Gruppe von Wirtschaftsteilnehmern im Sinne des Artikels 11 auf die Kapazitäten der Teilnehmer der Gruppe oder anderer Einheiten verlassen.,Unter denselben Bedingungen kann sich auch eine in Artikel 11 genannte Gruppe von Wirtschaftsteilnehmern auf die Fähigkeiten der einzelnen Mitglieder der Gruppe oder anderer Unternehmen stützen.,0.29663303142921393,0.6799575734483931,[0.8795445561408997]
