source,reference,category,retrieved_examples,translation,BLEU,METEOR,COMET
SECTION 3 Stateless vessels and vessels of non-contracting parties,ABSCHNITT 3 Staatenlose Schiffe und Schiffe von Nichtvertragsparteien,Contract Law,0,ABSCHNITT 3 Staatenlose Schiffe und Schiffe von nichtvertragsparteien,0.8408964152537145,0.9990234375,0.9848385453224182
"At the inception of the lease, the asset and the liability for the future lease payments are recognised in the balance sheet at the same amounts.",Zu Beginn des Leasingverhältnisses werden der Vermögenswert und die Schuld zur Zahlung künftiger Leasingzahlungen mit dem gleichen Betrag in der Bilanz angesetzt.,Contract Law,3,Zu Beginn des Leasingverhältnisses werden das Vermögenswert und die Verbindlichkeit für die zukünftigen Leasingzahlungen in der Bilanz mit den gleichen Beträgen angesetzt.,0.28690668742892217,0.6521739130434783,0.763670027256012
Paragraphs 1 and 2 shall remain applicable in respect of any benefits not covered by the waiver agreement or a reimbursement which does not depend on the amount of benefits actually provided.,"Die Absätze 1 und 2 bleiben für alle Leistungen anwendbar, die nicht unter die Verzichtsvereinbarung fallen oder für die keine Erstattung gilt, die unabhängig von dem Betrag der tatsächlich gewährten Leistungen erfolgt.",Contract Law,3,"Absätze 1 und 2 bleiben anwendbar hinsichtlich sämtlicher Leistungen, die nicht von der Verzichtserklärung erfasst sind oder einer Erstattung, die nicht vom Umfang der tatsächlich erbrachten Leistungen abhängt.",0.1760701165114649,0.4611868124829871,0.701407790184021
take a sample representative of the batch;,Der Partie wird eine repräsentative Probe entnommen;,Contract Law,1,nehmen Sie eine dem charge entsprechende Probe;,0.03655552228545124,0.1875,-1.1557502746582031
"The Company shall ensure that the master has available on board, at all times, information through which officers duly authorised by a Contracting Government can establish:.","Das Unternehmen muss sicherstellen, dass der Kapitän zu jeder Zeit an Bord über Angaben verfügt, mit deren Hilfe von einer Regierung ordnungsgemäß ermächtigte Bedienstete feststellen können,.",Contract Law,3,"Das Unternehmen stellt sicher, dass der Kapitän an Bord jederzeit Informationen zur Verfügung hat, mit deren Hilfe Beamte, die ordnungsgemäß von einer Vertragsregierung ermächtigt sind, folgendes feststellen können:",0.19568336427344604,0.5662214420888072,0.6471453309059143
The director has the power to conclude contracts of employment with the staff referred to in paragraphs 2 and 3.,"Der Direktor ist ermächtigt, die Dienstverträge mit den in den Absätzen 2 und 3 genannten Bediensteten zu schließen.",Contract Law,3,"Der Direktor ist befugt, Arbeitsverträge mit dem in den Absätzen 2 und 3 genannten Personal abzuschließen.",0.38421386740573527,0.6378877532723687,0.762876570224762
Progress billings are amounts billed for work performed on a contract whether or not they have been paid by the customer.,"Teilabrechnungen sind für eine vertragsgemäß erbrachte Leistung in Rechnung gestellte Beträge, unabhängig davon, ob sie vom Kunden bezahlt wurden oder nicht.",Contract Law,1,"Leistungsabbrechungen sind Rechnungsbeträge, die für auf einem Vertrag erbrachte Leistungen berechnet werden, unabhängig davon, ob sie vom Kunden beglichen wurden oder nicht.",0.3763743474188507,0.6083562901744719,0.5601435303688049
"an amount for the financial costs, in euros per tonne per day of storage under contract, as follows:","ein für die Finanzkosten gewährter, in EUR je Tonne und Tag der vertraglichen Lagerhaltung ausgedrückter Betrag in Höhe von",Contract Law,3,"ein Betrag für die Finanzkosten, in Euro pro Tonne pro Tag der Lagerung unter Vertrag, wie folgt:",0.07658412276041004,0.41425,-0.3712284564971924
Any instruction given by a Contracting Party concerning the confidential processing of the information that it communicates must be complied with by the other Contracting Parties.,Hinweise einer Vertragspartei zur vertraulichen Behandlung der von ihr erteilten Informationen sind von den anderen Vertragsparteien zu beachten.,Contract Law,3,"Jede Weisung, die eine Vertragspartei hinsichtlich der vertraulichen Behandlung der von ihr übermittelten Informationen erteilt, ist von den anderen Vertragsparteien zu beachten.",0.3857153091307505,0.7059558517284464,0.715027928352356
"when appropriate, the terms and conditions prevailing in the market of another country or on the world market which are available to the recipient shall be used.""","es werden gegebenenfalls die auf dem Markt eines anderen Landes oder auf dem Weltmarkt herrschenden Bedingungen, zu denen der Empfänger Zugang hat, herangezogen.""",Contract Law,3,"falls angebracht, werden die im Markt eines anderen Landes oder auf dem Weltmarkt geltenden Bedingungen, die dem Empfänger zugänglich sind, verwendet.",0.3095735202816321,0.5241371268656716,0.5701718926429749
