source,target,legal_entity,BLEU,METEOR,COMET,term
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,article
Article 22b,Artikel 22b,article,0.1495348781221221,0.25,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.012673718536830811,0.0824175824175824,0.9682288765907288,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,article,0.028517539529041507,0.15873015873015875,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",0.014461870879312647,0.10638297872340426,0.9677249193191528,article
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.006716472052354862,0.017857142857142856,0.9470723867416382,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.01428363257865929,0.03816793893129772,0.9647675156593323,commission
"After consulting the Commission,",nach Anhörung der Kommission -,commission,0.0,0.0,0.9598471522331238,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",0.004392487796991638,0.016025641025641024,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.004880197685284189,0.06147540983606558,0.9307515025138855,commission
"The Commission shall be assisted by the Committee on Safe Seas and the Prevention of Pollution from Ships (COSS) created by Article 3 of Regulation (EC) No 2099/2002 of the European Parliament and of the Council of 5 November 2002 establishing a Committee on Safe Seas and the Prevention of Pollution from Ships (COSS)(21)."";","""(1) Die Kommission wird von dem durch Artikel 3 der Verordnung (EG) Nr. 2099/2002 des Europäischen Parlaments und des Rates vom 5. November 2002 zur Einsetzung eines Ausschusses für die Sicherheit im Seeverkehr und die Vermeidung von Umweltverschmutzung durch Schiffe (COSS)(21) eingesetzten Ausschuss für die Sicherheit im Seeverkehr und die Vermeidung von Umweltverschmutzung durch Schiffe (COSS) unterstützt.""","pollution, article, commission, regulation",0.09507305467686836,0.14409695541553538,0.9188839793205261,pollution
The operation of installations subject to permit in pursuance of Council Directive 96/61/EC of 24 September 1996 concerning integrated pollution prevention and control(1).,"Der Betrieb von Anlagen, für den eine Genehmigung gemäß der Richtlinie 96/61/EG des Rates vom 24. September 1996 über die integrierte Vermeidung und Verminderung der Umweltverschmutzung(1) erforderlich ist.","control, pollution, permit",0.036461780087893345,0.19059876202733342,0.9480683207511902,pollution
"""* Helps reduce water pollution","""* Trägt zur Verringerung der Wasserverschmutzung bei",pollution,0.061861015698337206,0.24038461538461542,0.9804132580757141,pollution
"""(e) 'Marpol 73/78' means the International Convention for the Prevention of Pollution from Ships, 1973, as amended by the Protocol of 1978 relating thereto, in their up-to-date versions;","""e) 'MARPOL-Übereinkommen 73/78' das Internationale Übereinkommen von 1973 zur Verhütung von Meeresverschmutzung durch Schiffe, geändert durch das dazugehörige Protokoll von 1978, in der jeweils geltenden Fassung;","pollution, protocol",0.021980503399839906,0.274206713600653,0.9361220002174377,pollution
"measures to reduce pollution when the products are used or scrapped (environmental adaptation of products), unless environmental policy and regulation expands the legal responsibility of the producer to cover also the pollution generated by the products when used, or for taking care of the products when they become waste,","Maßnahmen zur Verringerung der Umweltverschmutzung bei der Verwendung oder Verschrottung (umweltgerechte Anpassung der Produkte), außer wenn durch Umweltpolitik und -vorschriften die rechtliche Haftung des Herstellers erweitert wird, damit auch die bei der Verwendung der Produkte entstehende Umweltverschmutzung erfasst werden kann, oder um die Behandlung der Produkte zu dem Zeitpunkt zu berücksichtigen, wenn sie zu Abfall werden;","pollution, regulation, policy, taking, care, waste",0.00762604388498089,0.040257648953301126,0.9196298718452454,pollution
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",0.005266039344377937,0.07731958762886598,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",0.011877413503212092,0.14519595338353744,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",0.010946357466256391,0.1590106007067138,0.9674302935600281,regulation
"The Challenge issued by the card is only valid for the next command, which uses a challenge, sent to the card.","Die von der Karte ausgegebene Zufallszahl ist nur für den nächsten Befehl gültig, der eine an die Karte gesendete Zufallszahl verwendet.",challenge,0.009410489957951634,0.04329004329004329,0.9358466267585754,challenge
"if the command is not immediately preceded with a GET CHALLENGE command, the processing state returned is '6985',","Geht dem Befehl nicht unmittelbar ein GET CHALLENGE-Befehl voraus, lautet der zurückgesendete Verarbeitungsstatus ""6985"".","challenge, state",0.010862721615727716,0.0546448087431694,0.9354133605957031,challenge
"Where a Member State and an institution of the Communities are challenging the same act, the Court of First Instance shall decline jurisdiction so that the Court of Justice may rule on those applications.».","Fechten ein Mitgliedstaat und ein Gemeinschaftsorgan denselben Rechtsakt an, so erklärt sich das Gericht für nicht zuständig, damit der Gerichtshof über diese Klagen entscheidet.»","state, member, rule, court, jurisdiction, act, justice",0.007494276366370973,0.08650519031141869,0.9429367780685425,challenge
Fair Trials Abroad,"""Fair Trials Abroad""",,0.288715663092199,0.6134259259259259,0.9840862154960632,challenge
ATR answer to reset,ATR Answer To Reset (Antwort auf Zurücksetzen),answer,0.023018609596144116,0.46691176470588236,0.9634333848953247,challenge
"Adjustments to depreciation and amortisation, impairment charges, and other amounts, determined under paragraphs 5 and 6 of this interpretation, should be included in net profit or loss in the respective classification of income or expense presented on the face of the income statement.","Die nach Paragraphen 5 und 6 dieser Interpretation ermittelten Anpassungen der planmäßigen Abschreibungen, Wertminderungsaufwendungen und anderer Beträge sind unter den jeweiligen in der Gewinn- und Verlustrechnung ausgewiesenen Aufwands- oder Ertragsposten in das Periodenergebnis einzubeziehen.","profit, net, expense, loss, income, depreciation",0.005987016463560547,0.09408602150537636,0.9226852655410767,depreciation
"To recover the carrying amount of 100, the enterprise must earn taxable income of 100, but will only be able to deduct tax depreciation of 60.","Um den Buchwert von 100 zu realisieren, muss das Unternehmen ein zu versteuerndes Ergebnis von 100 erzielen, es kann aber lediglich eine steuerliche Abschreibung von 60 erfassen.","tax, income, depreciation, will, recover",0.009785631456483172,0.10033444816053512,0.936724841594696,depreciation
the useful lives or the depreciation rates used;,die verwendeten Nutzungsdauern oder Abschreibungssätze;,depreciation,0.023980296761827107,0.07936507936507937,0.9750270247459412,depreciation
"In such cases, the useful life and, therefore, the depreciation rate is adjusted for the current and future periods.",In beiden Fällen ist die Nutzungsdauer und als Folge die Abschreibungsrate der gegenwärtigen und der künftigen Perioden anzupassen.,depreciation,0.009849349468888718,0.051546391752577324,0.9541049003601074,depreciation
DEPRECIATION,Planmäßige Abschreibung,depreciation,0.0,0.0,0.9822888970375061,depreciation
the institution of the place of residence shall provide such benefits at its own expense,diese Leistungen gewährt der Träger des Wohnorts zu seinen Lasten.,"expense, residence",0.0,0.0,0.9672892093658447,expense
Inventories allocated to another asset in this way are recognised as an expense during the useful life of that asset.,"Vorräte, die auf diese Weise einem anderen Vermögenswert zugeordnet worden sind, werden über die Nutzungsdauer dieses Vermögenswertes als Aufwand erfasst.","expense, asset",0.008304620128422617,0.021929824561403504,0.9491807818412781,expense
"interest expense and similar charges,",Zinsen und ähnliche Aufwendungen;,"interest, expense",0.0,0.0,0.9813598990440369,expense
An example of a classification using the function of expense method is as follows:,Ein Beispiel für die Darstellung nach dem Umsatzkostenverfahren ist:,expense,0.013217947626377298,0.04761904761904763,0.9752638936042786,expense
"An appendix to this Standard provides guidance for applying the basic recognition and measurement principles at interim dates to various types of asset, liability, income, and expense.","Ein Anhang zu diesem Standard stellt Anwendungsleitlinien zur Anwendung der grundlegenden Erfassungs- und Bewertungsgrundsätze zu Zwischenberichtterminen für verschiedene Arten von Vermögenswerten, Schulden, Erträgen und Aufwendungen zur Verfügung.","income, expense, asset, liability",0.008531104334876973,0.0664451827242525,0.9351357221603394,expense
"Adjustments to depreciation and amortisation, impairment charges, and other amounts, determined under paragraphs 5 and 6 of this interpretation, should be included in net profit or loss in the respective classification of income or expense presented on the face of the income statement.","Die nach Paragraphen 5 und 6 dieser Interpretation ermittelten Anpassungen der planmäßigen Abschreibungen, Wertminderungsaufwendungen und anderer Beträge sind unter den jeweiligen in der Gewinn- und Verlustrechnung ausgewiesenen Aufwands- oder Ertragsposten in das Periodenergebnis einzubeziehen.","profit, net, expense, loss, income, depreciation",0.005987016463560547,0.09408602150537636,0.9226852655410767,income
Enterprises are encouraged to present the analysis in paragraph 77 on the face of the income statement.,"Unternehmen wird empfohlen, die Analyse aus Paragraph 77 in der Gewinn- und Verlustrechnung darzustellen.",income,0.014216645907653848,0.19483024691358025,0.9576093554496765,income
"However, a revaluation increase should be recognised as income to the extent that it reverses a revaluation decrease of the same asset and that revaluation decrease was previously recognised as an expense.","Jedoch ist eine Wertsteigerung durch Neubewertung in dem Umfang als Ertrag zu erfassen, in dem sie einen Neubewertungsverlust desselben Vermögenswertes aufhebt, und diese Wertminderung durch Neubewertung zuvor als Aufwand erfasst wurde.","income, expense, asset",0.006510755202591488,0.029411764705882353,0.9305780529975891,income
Tax expense (income) related to profit or loss from ordinary activities,Der gewöhnlichen Tätigkeit zuzurechnender Steueraufwand (Steuerertrag),"profit, expense, tax, loss, income",0.018476860420522198,0.11764705882352941,0.9783325791358948,income
"The original IAS 17 provided a free choice of method in the allocation of finance income by a lessor, namely the recognition of income basing on a pattern reflecting a constant periodic rate of return based on either:","Der ursprüngliche IAS 17 umfasste ein freies Methodenwahlrecht für die Verteilung von Finanzerträgen eines Leasinggebers, nämlich die Erfassung von Erträgen anhand eines Schemas, welches eine konstante periodische Verzinsung einer der folgenden Beträge widerspiegelt:","income, lessor",0.011620839902894897,0.08671016483516482,0.9150868058204651,income
"Adjustments to depreciation and amortisation, impairment charges, and other amounts, determined under paragraphs 5 and 6 of this interpretation, should be included in net profit or loss in the respective classification of income or expense presented on the face of the income statement.","Die nach Paragraphen 5 und 6 dieser Interpretation ermittelten Anpassungen der planmäßigen Abschreibungen, Wertminderungsaufwendungen und anderer Beträge sind unter den jeweiligen in der Gewinn- und Verlustrechnung ausgewiesenen Aufwands- oder Ertragsposten in das Periodenergebnis einzubeziehen.","profit, net, expense, loss, income, depreciation",0.005987016463560547,0.09408602150537636,0.9226852655410767,income statement
Enterprises are encouraged to present the analysis in paragraph 77 on the face of the income statement.,"Unternehmen wird empfohlen, die Analyse aus Paragraph 77 in der Gewinn- und Verlustrechnung darzustellen.",income,0.014216645907653848,0.19483024691358025,0.9576093554496765,income statement
"For example, information on interest rates and fair value adjustments may be combined with information on maturities of financial instruments although the former are income statement disclosures and the latter relate to the balance sheet.","Beispielsweise können Informationen über Zinssätze und Anpassungen des beizulegenden Zeitwerts mit Informationen über Fälligkeitstermine von Finanzinstrumenten kombiniert werden, obwohl erstere Angaben zur Gewinn- und Verlustrechnung sind, und letztere zur Bilanz gehören.","interest, value, information, income",0.005959978627465526,0.02915451895043732,0.9344454407691956,income statement
The fee should be presented in the income statement based on its economic substance and nature.,Das Entgelt ist in der Gewinn- und Verlustrechnung auf der Basis seines wirtschaftlichen Gehalts und seiner Natur darzustellen.,"income, fee",0.012160935380276093,0.07978723404255318,0.9581488966941833,income statement
Contract costs are usually recognised as an expense in the income statement in the accounting periods in which the work to which they relate is performed.,"Auftragskosten werden in der Gewinn- und Verlustrechnung im Regelfall in der Periode als Aufwand erfasst, in der die dazugehörige Leistung erbracht wird.","accounting, expense, income, contract, costs",0.009871721786705418,0.10288065843621398,0.9555656313896179,income statement
NET PROFIT OR LOSS FOR THE PERIOD,PERIODENERGEBNIS,"profit, net, loss",0.0,0.0,0.9853305220603943,loss
The change in accounting policy should be applied prospectively when the amount to be included in net profit or loss for the current period required by paragraph 54 cannot be reasonably determined.,"Die Änderung der Bilanzierungs- oder Bewertungsmethode ist prospektiv vorzunehmen, wenn der gemäß Paragraph 54 geforderte Anpassungsbetrag für das Periodenergebnis nicht vernünftig bestimmt werden kann.","profit, net, accounting, policy, loss",0.006510755202591488,0.09535655058043119,0.946531355381012,loss
"an adjustment to the opening balance of retained earnings resulting from either a change in accounting policy that is applied retrospectively or the correction of a fundamental error (see IAS 8, net profit or loss for the period, fundamental errors and changes in accounting policies);","eine Anpassung des Anfangssaldos der Gewinnrücklagen infolge einer Änderung der Bilanzierungs- und Bewertungsmethoden, die rückwirkend angewendet wird, oder der Korrektur eines grundlegenden Fehlers (siehe IAS 8, Periodenergebnis, grundlegende Fehler und Änderungen der Bilanzierungs- und Bewertungsmethoden);","profit, net, accounting, policy, loss, error, adjustment",0.024827244931766433,0.1482929620446309,0.9198775291442871,loss
"That Standard explains how an enterprise reviews the carrying amount of its assets, how it determines the recoverable amount of an asset and when it recognises or reverses an impairment loss(12).","Dieser Standard erklärt, wie ein Unternehmen den Buchwert seiner Vermögenswerte überprüft, wie es den erzielbaren Betrag eines Vermögenswertes bestimmt und wann es einen Wertminderungsaufwand erfasst oder aufhebt(12).","recoverable, loss, asset",0.07103702656973529,0.16891891891891891,0.9404729008674622,loss
IAS 41 requires that a change in fair value less estimated point-of-sale costs of a biological asset be included in net profit or loss for the period in which it arises.,"IAS 41 verlangt die Berücksichtigung einer Änderung des beizulegenden Zeitwerts abzüglich der geschätzten Verkaufskosten eines biologischen Vermögenswertes im Ergebnis der Periode, in der die Änderung verursacht wurde.","profit, net, asset, sale, loss, value, costs",0.014672606369868058,0.12696245733788397,0.9261537194252014,loss
"Common examples of items encompassed by these broad headings are computer software, patents, copyrights, motion picture films, customer lists, mortgage servicing rights, fishing licences, import quotas, franchises, customer or supplier relationships, customer loyalty, market share and marketing rights.","Gängige Beispiele für Rechte und Werte, die unter diese Oberbegriffe fallen, sind Computersoftware, Patente, Urheberrechte, Filmmaterial, Kundenlisten, Hypothekenbedienungsrechte, Fischereilizenzen, Importquoten, Franchiseverträge, Kunden- oder Lieferantenbeziehungen, Kundenloyalität, Marktanteile und Absatzrechte.","rights, share, motion, mortgage",0.006826042950418648,0.2117320134933363,0.9422994256019592,net
each main processing area and process laboratory;,"alle wichtigen Verarbeitungszonen und Verarbeitungslaboratorien,",process,0.0,0.0,0.9692190289497375,net
RIGHTS AND OBLIGATIONS,RECHTE UND PFLICHTEN,rights,0.0,0.0,0.9709933400154114,net
Such organisations shall also be deemed to have rights capable of being impaired for the purpose of subparagraph (c).,"Derartige Organisationen gelten auch als Träger von Rechten, die im Sinne des Buchstabens c) verletzt werden können.",rights,0.020331710659744474,0.12651265126512648,0.9512942433357239,net
"At the end of 20X5, the production process is recognised as an intangible asset at a cost of 100 (expenditure incurred since the date when the recognition criteria were met, that is, 1 December 20X5).","Ende 20X5 wird der Produktionsprozess als immaterieller Vermögenswert mit Herstellungskosten in Höhe von 100 angesetzt (Ausgaben, die seit dem Zeitpunkt der Erfuellung der Ansatzkriterien, dem 1. Dezember 20X5, angefallen sind).","process, asset",0.016936921942561224,0.18363017633800327,0.910805881023407,net
NET PROFIT OR LOSS FOR THE PERIOD,PERIODENERGEBNIS,"profit, net, loss",0.0,0.0,0.9853305220603943,profit
The change in accounting policy should be applied prospectively when the amount to be included in net profit or loss for the current period required by paragraph 54 cannot be reasonably determined.,"Die Änderung der Bilanzierungs- oder Bewertungsmethode ist prospektiv vorzunehmen, wenn der gemäß Paragraph 54 geforderte Anpassungsbetrag für das Periodenergebnis nicht vernünftig bestimmt werden kann.","profit, net, accounting, policy, loss",0.006510755202591488,0.09535655058043119,0.946531355381012,profit
The abovementioned profit level was based on an assessment of actual profits achieved by the Community producers in the period 1998/99 to 2001/02.,"Die vorgenannte Gewinnspanne wurde auf der Grundlage der tatsächlichen Gewinne ermittelt, die die Gemeinschaftshersteller in dem Zeitraum von 1998/1999 bis 2001/02 erzielten.",profit,0.01041441909198652,0.0625,0.9564773440361023,profit
"an adjustment to the opening balance of retained earnings resulting from either a change in accounting policy that is applied retrospectively or the correction of a fundamental error (see IAS 8, net profit or loss for the period, fundamental errors and changes in accounting policies);","eine Anpassung des Anfangssaldos der Gewinnrücklagen infolge einer Änderung der Bilanzierungs- und Bewertungsmethoden, die rückwirkend angewendet wird, oder der Korrektur eines grundlegenden Fehlers (siehe IAS 8, Periodenergebnis, grundlegende Fehler und Änderungen der Bilanzierungs- und Bewertungsmethoden);","profit, net, accounting, policy, loss, error, adjustment",0.024827244931766433,0.1482929620446309,0.9198775291442871,profit
Profit-sharing and bonus plans,Gewinn- und Erfolgsbeteiligungspläne,profit,0.0,0.0,0.9717034697532654,profit
"4.Paragraph 1 shall not apply in cases where the farmer proves, to the satisfaction of the Member State, that the price of sale or lease corresponds to the value of the holding or, in case of partial transfer of part of the holding without payment entitlements.","Absatz 1 kommt nicht zur Anwendung, wenn der Betriebsinhaber gegenüber dem Mitgliedstaat nachweist, dass der Erlös aus dem Verkauf oder der Verpachtung dem Wert des Betriebs oder, im Falle einer teilweisen Übertragung, des betreffenden Betriebsteils ohne Zahlungsansprüche entspricht.","transfer, satisfaction, state, member, holding, sale, value, lease, case",0.005484236895303142,0.05720823798627002,0.9378532767295837,value
"For example, information on interest rates and fair value adjustments may be combined with information on maturities of financial instruments although the former are income statement disclosures and the latter relate to the balance sheet.","Beispielsweise können Informationen über Zinssätze und Anpassungen des beizulegenden Zeitwerts mit Informationen über Fälligkeitstermine von Finanzinstrumenten kombiniert werden, obwohl erstere Angaben zur Gewinn- und Verlustrechnung sind, und letztere zur Bilanz gehören.","interest, value, information, income",0.005959978627465526,0.02915451895043732,0.9344454407691956,value
"For the enterprises of the NACE class 65.11, the production value is defined as interest receivable and similar income, less interest payable and similar charges, plus commissions receivable, plus income from shares and other variable-yield securities, plus net profit or net loss on financial operations, plus other operating income.""","Für die Unternehmen der NACE-Klasse 65.11 wird der Produktionswert definiert als Zinserträge und ähnliche Erträge abzüglich Zinsaufwendungen und ähnliche Aufwendungen zuzüglich Provisionserträge zuzüglich Erträge aus Aktien und anderen nicht festverzinslichen Wertpapieren zuzüglich Ertrag/Aufwand aus Finanzgeschäften zuzüglich sonstige betriebliche Erträge.""","interest, securities, profit, net, yield, payable, loss, income, value, class",0.007500245527905835,0.05998956703182055,0.9031484127044678,value
"they shall charge prices approved by the public authorities or which do not exceed such approved prices or, in respect of those services not subject to approval, prices lower than those charged for similar services by commercial enterprises subject to value added tax,","Es müssen Preise angewendet werden, die von den zuständigen Behörden genehmigt sind oder solche, die die genehmigten Preise nicht übersteigen;bei Tätigkeiten, für die eine Preisgenehmigung nicht vorgesehen ist, müssen Preise angewendet werden, die unter den Preisen liegen, die von der Mehrwertsteuer unterliegenden gewerblichen Unternehmen für entsprechende Tätigkeiten gefordert werden.","tax, public, charge, value",0.0040528752083175655,0.026408450704225348,0.9246215224266052,value
"By way of derogation from paragraph 1(b), officials under 63 years of age who, since taking up their duties, have, in order to establish or maintain pension rights, paid into a national pension scheme, a private insurance scheme or a pension fund of their choice which satisfies the requirements set out in paragraph 1, and whose service terminates for reasons other than death or invalidity without their qualifying for an immediate or deferred retirement pension, shall be entitled, on leaving the service, to a severance grant equal to the actuarial value of their pension rights acquired during service in the institutions.","Hat ein Beamter seit seinem Dienstantritt Zahlungen zum Erwerb oder zur Erhaltung von Versorgungsansprüchen an ein nationales Versorgungssystem, an eine Privatversicherung oder an einen privaten Pensionsfonds seiner Wahl geleistet, die bzw. der die Voraussetzungen nach Absatz 1 erfuellt, und scheidet er vor dem 63. Lebensjahr aus anderen Gründen als durch Tod oder Dienstunfähigkeit endgültig aus dem Dienst aus und ist dabei nicht zu dem sofortigen oder bis zu einem späteren Zeitpunkt ausgesetzten Bezug von Ruhegehalt berechtigt, so hat er abweichend von Absatz 1 Buchstabe b) Anspruch darauf, dass ihm bei seinem Ausscheiden aus dem Dienst ein Abgangsgeld gezahlt wird, dessen Betrag dem versicherungsmathematischen Gegenwert seiner Ruhegehaltsansprüche, die er aufgrund seiner Tätigkeit in den Organen erworben hat, entspricht.","set, grant, rights, insurance, taking, severance, service, value, death, order, pension",0.004933834456280695,0.0737319994122257,0.9194774031639099,value
