source,target,legal_entity,BLEU,METEOR,COMET,term
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",0.005266039344377937,0.07731958762886598,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",0.011877413503212092,0.14519595338353744,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",0.010946357466256391,0.1590106007067138,0.9674302935600281,regulation
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,rules
Rules common to several measures,Allgemeine Vorschriften für verschiedene Maßnahmen,rules,0.0,0.0,0.9817439913749695,rules
Whereas the detailed rules for application of the basic principles of this Regulation must be so drawn that they not only ensure effective supervision while simplifying administration as far as possible but also meet the needs of undertakings for certainty in the law;,"Die Einzelheiten der Anwendung der materiellrechtlichen Vorschriften dieser Verordnung müssen so festgelegt werden, daß sie dem Erfordernis einer wirksamen Überwachung bei möglichst einfacher Verwaltungskontrolle entsprechen. Andererseits ist das Erfordernis der rechtlichen Sicherheit der Unternehmen zu berücksichtigen.","law, rules, regulation",0.004185635735742376,0.012658227848101267,0.9325945973396301,rules
"Having regard to Regulation (EC) No 999/2001 of the European Parliament and of the Council of 22 May 2001 laying down rules for the prevention, control and eradication of certain transmissible spongiform encephalopathies(1), as last amended by Commission Regulation (EC) No 1326/2001(2), and in particular Article 23 thereof,","gestützt auf die Verordnung (EG) Nr. 999/2001 des Europäischen Parlaments und des Rates vom 22. Mai 2001 mit Vorschriften zur Verhütung, Kontrolle und Tilgung bestimmter transmissibler spongiformer Enzephalopathien(1), zuletzt geändert durch die Verordnung (EG) Nr. 1326/2001 der Kommission(2), und insbesondere Artikel 23,","regulation, article, control, rules, commission",0.09084844809738221,0.27942664418212476,0.9311033487319946,rules
"Without prejudice to the implementing measures already adopted, on the expiry of a four-year period following the entry into force of this Directive, the application of the provisions thereof requiring the adoption of technical rules and decisions in accordance with the procedure referred to in paragraph 2 shall be suspended.","Unbeschadet der bereits erlassenen Durchführungsmaßnahmen wird nach Ablauf eines Zeitraums von vier Jahren ab Inkrafttreten dieser Richtlinie die Anwendung der Bestimmungen, nach denen die Annahme von technischen Vorschriften und Entscheidungen gemäß dem Verfahren des Absatzes 2 erforderlich ist, ausgesetzt.","adoption, rules, entry, prejudice, procedure",0.004884387930507875,0.04640371229698376,0.9376339912414551,rules
"4.Paragraph 1 shall not apply in cases where the farmer proves, to the satisfaction of the Member State, that the price of sale or lease corresponds to the value of the holding or, in case of partial transfer of part of the holding without payment entitlements.","Absatz 1 kommt nicht zur Anwendung, wenn der Betriebsinhaber gegenüber dem Mitgliedstaat nachweist, dass der Erlös aus dem Verkauf oder der Verpachtung dem Wert des Betriebs oder, im Falle einer teilweisen Übertragung, des betreffenden Betriebsteils ohne Zahlungsansprüche entspricht.","transfer, satisfaction, state, member, holding, sale, value, lease, case",0.005484236895303142,0.05720823798627002,0.9378532767295837,sale
"«transfer or sale or lease of payment entitlement with land» shall mean the sale or lease of payment entitlements with, respectively, the sale or lease of a corresponding number of hectares of eligible land within the meaning of Article 44(2) held by the transferor.","""Übertragung, Verkauf oder Verpachtung von Zahlungsansprüchen mit Flächen"": Verkauf oder Verpachtung von dem Übertragenden gehörenden Zahlungsansprüchenmit dem Verkauf bzw. der Verpachtung einer entsprechenden Hektarzahl im Sinne von Artikel 44 Absatz 2 der Verordnung (EG) Nr. 1782/2003.","transfer, article, land, sale, held, lease",0.005512554695624458,0.06564551422319474,0.9008637070655823,sale
"If a Member State finds that energy products other than those referred to in paragraph 1 are intended for use, offered for sale or used as heating fuel, motor fuel or are otherwise giving rise to evasion, avoidance or abuse, it shall advise the Commission forthwith.","Ist ein Mitgliedstaat der Ansicht, dass andere als die in Absatz 1 genannten Energieerzeugnisse zum Verbrauch als Heizstoff oder Kraftstoff bestimmt sind oder als solche zum Verkauf angeboten bzw. verwendet werden oder anderweitig Anlass zu Steuerhinterziehung, -vermeidung oder Missbrauch geben, so setzt er die Kommission unverzüglich davon in Kenntnis.","use, forthwith, state, member, energy, sale, abuse, commission",0.005302695681144525,0.055865921787709494,0.9429325461387634,sale
DEPRECIATION,Planmäßige Abschreibung,depreciation,0.0,0.0,0.9822888970375061,sale
SECTION 8,ABSCHNITT 8,,0.1495348781221221,0.25,0.9919543862342834,sale
"WHEN THE MOST FAVOURABLE PURCHASING OPPORTUNITIES ON THE WORLD MARKET ARE BEING ESTABLISHED , ACCOUNT SHALL BE TAKEN OF ALL INFORMATION RELATING TO :",BEI DER FESTSTELLUNG DER GÜNSTIGSTEN EINKAUFSMÖGLICHKEITEN AUF DEM WELTMARKT WERDEN ALLE INFORMATIONEN ÜBER,"information, account",0.0,0.03546099290780142,0.937417209148407,account
"livestock density shall be defined taking into account all grazing livestock kept on the farm or, in the case of a commitment to limit nutrient leaching, all animals kept on the farm which are relevant to the commitment in question.","es wird eine Besatzdichte festgesetzt, wobei sämtliches Weidevieh, das auf dem landwirtschaftlichen Betrieb gehalten wird, oder - im Fall einer Verpflichtung zur Verringerung der Nährstoffauswaschung - der gesamte auf dem landwirtschaftlichen Betrieb gehaltene Viehbestand, der für die jeweilige Verpflichtung von Bedeutung ist, zu berücksichtigen ist.","account, taking, commitment, case, relevant",0.004683720187797419,0.029880478087649404,0.9234161972999573,account
"For the purposes of this provision, circumstances arising from work done for another State or for an international organization shall not be taken into account;","Bei Anwendung dieser Vorschrift bleibt die Lage unberücksichtigt, die sich aus dem Dienst für einen anderen Staat oder eine internationale Organisation ergibt;","account, state",0.008301095462822575,0.0411522633744856,0.9640557765960693,account
"In the case of selection on the basis of a risk analysis the Member States shall take account of appropriate risk factors, and in particular:","Im Fall der Auswahl anhand einer Risikoanalyse berücksichtigen die Mitgliedstaaten geeignete Risikokriterien, und hier insbesondere:","member, risk, case, account",0.008301095462822575,0.05555555555555555,0.9682513475418091,account
"Member States shall ensure the availability and accessibility of the necessary collection facilities, taking into account in particular the population density;","Die Mitgliedstaaten stellen sicher, dass die insbesondere unter Berücksichtigung der jeweiligen Bevölkerungsdichte nötigen Rücknahmestellen zur Verfügung stehen und zugänglich sind;","member, account, taking",0.009849349468888718,0.045248868778280535,0.9528679251670837,account
"Two Member States or their competent authorities may, by mutual agreement and having received the Opinion of the Administrative Commission, adopt simplified forms for use between them.",ZWEI MITGLIEDSTAATEN ODER DEREN ZUSTÄNDIGE BEHÖRDEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION VEREINFACHTE FORMBLÄTTER FÜR IHRE GEGENSEITIGEN BEZIEHUNGEN VEREINBAREN.,"opinion, use, mutual, member, adopt, agreement, commission, competent",0.006244385951234721,0.024875621890547265,0.9436996579170227,agreement
Member States shall allow the investment firm to obtain this confirmation either in the form of a general agreement or in respect of each individual transaction.,"Die Mitgliedstaaten gestatten der Wertpapierfirma, diese Zustimmung entweder in Form einer allgemeinen Vereinbarung oder für jedes einzelne Geschäft einzuholen.","member, transaction, agreement, investment",0.008301095462822575,0.06944444444444445,0.9618474841117859,agreement
"This Agreement was signed, on behalf of the Community, on 23 September 2002 in Brussels, subject to a possible conclusion at a later date.",Dieses Abkommen wurde im Namen der Gemeinschaft am 23. September 2002 in Brüssel vorbehaltlich seines Abschlusses zu einem späteren Zeitpunkt unterzeichnet.,"conclusion, agreement",0.03776949794525175,0.18978723404255318,0.956515908241272,agreement
"However, by agreement between the competent institution and the institution of the place of stay or residence, those benefits may be provided by the latter institution on behalf of the former institution, in accordance with the legislation of the competent State.",Im Einvernehmen zwischen dem zuständigen Trägers und dem Träger des Aufenthalts- oder Wohnorts können diese Leistungen jedoch auch von diesem Träger nach den Rechtsvorschriften des zuständigen Staates für Rechnung des zuständigen Träger gewährt werden.,"state, residence, stay, agreement, competent, legislation",0.004089349842971759,0.013888888888888888,0.922630786895752,agreement
"Indication of the particular safeguard obligation assumed by the Community under an Agreement concluded with a third non-member State or an international organization, to which the nuclear material is subject (Article 20).",Angabe der von der Gemeinschaft für das Kernmaterial übernommenen besonderen Kontrollverpflichtung im Rahmen eines Abkommens mit einem dritten Staat oder einer zwischenstaatlichen Einrichtung (Artikel 20).,"material, state, member, article, agreement, obligation",0.027427210913946506,0.13020833333333334,0.96370929479599,agreement
Whether there has been resort to judicial review proceedings either by liable parties or qualified entities.,"Eine Angabe, ob von den haftenden Parteien oder qualifizierten Stellen eine gerichtliche Überprüfung eingeleitet wurde.","review, judicial, liable",0.011502783619900045,0.029411764705882353,0.9485682845115662,liable
"instruments and working equipment such as cutting tables, tables with detachable cutting surfaces, containers, conveyor belts and saws of non-corrodible material not liable to taint meat and easy to clean and disinfect.","Einrichtungsgegenstände und Arbeitsgeräte, wie z.B. Tische, auswechselbare Schneideunterlagen, Behältnisse, Transportbänder und Sägen aus korrosionsfestem, die Qualität des frischen Fleisches nicht beeinträchtigendem, leicht zu reinigendem und zu desinfizierendem Material.","material, conveyor, liable",0.007293301163414325,0.06944444444444445,0.915194571018219,liable
"is by trade a butcher, manages a poultry slaughterhouse or works there in any capacity, trades in poultry or poultry feed, is a consultant on poultry feeding, is a professional poultry farmer, is employed in an agricultural undertaking or has a family tie or close involvement liable to affect the impartiality of his judgement.","das Fleischergewerbe oder einen Geflügelschlachtbetrieb betreiben, in einem Geflügelschlachtbetrieb in anderer Eigenschaft tätig sind, sich mit Geflügelhandel oder dem Handel mit Geflügelfutter, der Beratung für Geflügelfütterung oder der gewerblichen Geflügelzucht und -haltung befassen oder in landwirtschaftlichen Betrieben beschäftigt sind und zu diesen in einem engen verwandtschaftlichen oder Interessenverhältnis stehen, durch das die Unparteilichkeit ihres Urteils beeinträchtigt werden könnte.","capacity, family, liable",0.004863862004759335,0.06379585326953748,0.9095153212547302,liable
Trade deflections liable to disrupt the market organisations often involve products moved artificially with a view to enlargement and do not form part of the normal stocks of the State concerned.,"Die Verkehrsverlagerungen, die die Marktorganisationen stören könnten, werden oft dadurch verursacht, dass Erzeugnisse, die nicht zu den normalen Beständen des betreffenden Landes gehören, mit Blick auf die Erweiterung künstlich gehandelt und verbracht werden.","liable, state",0.004688029662141121,0.0391644908616188,0.9339395761489868,liable
"paid for directly by liable parties, when this information is available;",durch die haftenden Parteien direkt getragene Kosten (sofern diese Information vorliegt);,"information, liable",0.014386773665469615,0.07194244604316546,0.9648198485374451,liable
"exceptional expenditure necessarily incurred by the staff member for the purposes of the mission, either on receipt of special instructions or on account of force majeure and in the interests of the Foundation, and resulting in disbursement out of reasonable proportion to the allowance provided.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse des Organs entstehen, sofern die gewährten Tagegelder für diese Auslagen offensichtlich nicht ausreichen.","foundation, member, receipt, account, reasonable",0.005034460682273033,0.03846153846153846,0.9279300570487976,member
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.21869766863251183,0.4407596371882086,0.9450245499610901,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.00575200893990609,0.026737967914438502,0.9440177083015442,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",0.004701712638603976,0.03891050583657587,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,0.005311256555131655,0.015060240963855423,0.9474712014198303,member
"This shall also apply to injury caused by the Contracting Party which issued the alert, where the latter entered factually inaccurate data or stored data unlawfully.","Dies gilt auch, wenn der Schaden durch die ausschreibende Vertragspartei verursacht worden ist, weil diese die Daten unrichtig eingegeben hat oder die Speicherung unrechtmäßig war.","injury, party",0.007987276352377327,0.03571428571428571,0.9488018751144409,party
"the recipient Contracting Party shall ensure, in the use of communicated data, a level of protection at least equal to that laid down in its national law for the use of similar data;","Die Verwendung der übermittelten Daten genießt auf dem Hoheitsgebiet der empfangenden Vertragspartei zumindest den Schutz, der aufgrund des Rechts dieser Vertragspartei für eine Verwendung von Daten gleicher Art gilt.","law, party, use",0.005157142709886005,0.015873015873015872,0.9492062926292419,party
"If the Contracting Party issuing the alert has any doubts, it must consult the other Contracting Parties concerned.","Sollte die ausschreibende Vertragspartei Zweifel haben, ist sie verpflichtet, die betroffenen Vertragsparteien zu konsultieren.",party,0.011451997463067555,0.05780346820809248,0.9571369886398315,party
"However, Member States may provide that the company shall not be bound where such acts are outside the objects of the company, if it proves that the third party knew that the act was outside those objects or could not in view of the circumstances have been unaware of it;","Für Handlungen, die den Rahmen des Gegenstands des Unternehmens überschreiten, können die Mitgliedstaaten jedoch vorsehen, daß die Gesellschaft nicht verpflichtet wird, wenn sie beweist, daß dem Dritten bekannt war, daß die Handlung den Unternehmensgegenstand überschritt, oder daß er darüber nach den Umständen nicht in Unkenntnis sein konnte;","member, party, company, act",0.0047035057404305166,0.0364963503649635,0.9238736033439636,party
"undertakings in which a party to the agreement together with one or more of the undertakings referred to in (a), (b) or (c), or in which two or more of the latter undertakings, jointly have the rights or powers listed in (a);","Unternehmen, in denen eine der Vertragsparteien gemeinsam mit einem oder mehreren der unter den Buchstaben a), b) oder c) genannten Unternehmen oder in denen zwei oder mehr als zwei der zuletzt genannten Unternehmen gemeinsam die in Buchstabe a) bezeichneten Rechte oder Einflussmöglichkeiten haben;","listed, rights, party, agreement",0.030989439600214993,0.22716229348882414,0.9267707467079163,party
"Council Directive 70/524/EEC of 23 November 1970 concerning additives in feedingstuffs(12), provides for an authorisation procedure for placing on the market additives used in feedingstuffs.",Die Richtlinie 70/524/EWG des Rates vom 23. November 1970 über Zusatzstoffe in der Tierernährung(12) regelt die Zulassung des Inverkehrbringens von Zusatzstoffen für Futtermittel.,procedure,0.04370614964591188,0.2718676122931442,0.9520126581192017,procedure
"If data collected through routine monitoring in accordance with Article 4 are not sufficient, coordinated monitoring programmes concerning one or more zoonoses and/or zoonotic agents may be established in accordance with the procedure referred to in Article 12(2).","Sind die bei der Routineueberwachung nach Artikel 4 erfassten Daten nicht ausreichend, so können nach dem Verfahren gemäß Artikel 12 Absatz 2 für eine oder mehrere Zoonosen und/oder einen oder mehrere Zoonoseerreger koordinierte Überwachungsprogramme aufgestellt werden.","article, procedure",0.006409912521492096,0.06493506493506493,0.9385454654693604,procedure
They shall be amended in accordance with the same procedure.,Die Änderung dieser Entscheidungen erfolgt nach dem gleichen Verfahren.,procedure,0.018850319022747353,0.049504950495049514,0.9720882773399353,procedure
"Technical specification of the index, including revisions to the weighting structure, can be redefined in accordance with the procedure referred to in Article 12(2).","Die technischen Spezifikationen des Index, einschließlich Überarbeitungen der Gewichtungsstruktur, können nach dem in Artikel 12 Absatz 2 genannten Verfahren neu festgelegt werden.","structure, article, specification, procedure",0.009772992164303737,0.18807523009203683,0.9504990577697754,procedure
The procedure laid down in Article 24 shall apply for the purposes of: (a) determining the products to which intervention measures are to apply and specifying the qualities which may be bought in;,"Nach dem Verfahren des Artikels 24 werden a) die Erzeugnisse bestimmt, die Gegenstand von Interventionsmaßnahmen sind, und, soweit es den Ankauf betrifft, die Qualitäten festgesetzt;","article, intervention, procedure",0.012603820262803964,0.09988132911392406,0.950755774974823,procedure
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,article
Article 22b,Artikel 22b,article,0.1495348781221221,0.25,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.012673718536830811,0.0824175824175824,0.9682288765907288,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,article,0.028517539529041507,0.15873015873015875,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",0.014461870879312647,0.10638297872340426,0.9677249193191528,article
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.006716472052354862,0.017857142857142856,0.9470723867416382,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.01428363257865929,0.03816793893129772,0.9647675156593323,commission
"After consulting the Commission,",nach Anhörung der Kommission -,commission,0.0,0.0,0.9598471522331238,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",0.004392487796991638,0.016025641025641024,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.004880197685284189,0.06147540983606558,0.9307515025138855,commission
"The coordinator, after consultation with the other relevant competent authorities, shall identify the type of transactions and risks regulated entities in a particular financial conglomerate shall report in accordance with the provisions of Article 7(2) and Article 8(2) on the reporting of intra-group transactions and risk concentration.","Der Koordinator legt nach Konsultation der anderen jeweils zuständigen Behörden fest, welche Arten von Transaktionen und Risiken von den beaufsichtigten Unternehmen eines bestimmten Finanzkonglomerats gemäß Artikel 7 Absatz 2 und Artikel 8 Absatz 2 über die Mitteilung von gruppeninternen Transaktionen und Risikokonzentrationen zu melden sind.","competent, article, risk, relevant",0.005107786384598448,0.06263048016701461,0.9056058526039124,competent
"The competent authorities involved, including the coordinator, shall where appropriate coordinate their supervisory actions.","Die betroffenen zuständigen Behörden - einschließlich des Koordinators - stimmen ihre Aufsichtstätigkeit untereinander ab, soweit dies angebracht ist.",competent,0.011466219374216899,0.050761421319796954,0.9645594954490662,competent
the competent services or institutions may extend that period up to a maximum of six months.,dieser Zeitraum kann von der zuständigen Arbeitsverwaltung oder dem zuständigen Träger auf höchstens sechs Monate verlängert werden.,competent,0.010845665754777514,0.027932960893854747,0.9691383242607117,competent
any financial contributions from the competent bodies referred to in Article 5;,"etwaige Finanzbeiträge der in Artikel 5 genannten zuständigen Stellen,","article, competent",0.018476860420522198,0.09708737864077671,0.9705228209495544,competent
The Committee shall keep any such guidance under review and take into account any changes to the consolidated supervision arrangements applied by such competent authorities.,Der Ausschuss überprüft diese Orientierungen regelmäßig und berücksichtigt dabei Änderungen bei der Ausübung der Beaufsichtigung auf konsolidierter Basis durch die betreffenden zuständigen Behörden.,"review, competent, account",0.0072658577559704465,0.020661157024793386,0.9522512555122375,competent
"The CRL, together with ENGL, shall provide further information about the operational procedures of the validation process and shall make the documents available.",Das GRL und das Netz ENGL werden weitere Angaben zu den konkreten Abläufen des Validierungsprozesses machen und Unterlagen zur Verfügung stellen.,"process, information, make",0.008640609739997756,0.044642857142857144,0.9426981806755066,information
