source,target,legal_entity,BLEU,METEOR,COMET,term
"A sample for testing shall be taken only in cases where the customs office of exit cannot check, visually and using the information on the packaging and in the documentation, whether the goods tally with the accompanying document.","Eine Probe für eine Analyse wird nur genommen, wenn die Ausgangszollstelle anhand der Angaben auf der Verpackung und der Papiere nicht visuell feststellen kann, ob die Ware mit dem Dokument übereinstimmt.","check, information, document, goods",0.00578083904183164,0.057471264367816084,0.9406903386116028,document
"at the time when the document instituting the proceedings or an equivalent document is lodged with the court, provided that the applicant has not subsequently failed to take the steps he was required to take to have service effected on the respondent;","zu dem Zeitpunkt, zu dem das verfahrenseinleitende Schriftstück oder ein gleichwertiges Schriftstück bei Gericht eingereicht wurde, vorausgesetzt, dass der Antragsteller es in der Folge nicht versäumt hat, die ihm obliegenden Maßnahmen zu treffen, um die Zustellung des Schriftstücks an den Antragsgegner zu bewirken,","document, equivalent, court, service, respondent",0.004442907622711175,0.030927835051546393,0.9091701507568359,document
"It will be based on the specifications set out in the ICAO documents on machine-readable visas (document 9303, part 2) or on machine-readable travel documents (cards) (document 9303, part 3).",Er orientiert sich an den Spezifikationen des ICAO-Dokuments über maschinenlesbare Visa (Dokument 9303 Teil 2) oder über maschinenlesbare Reisedokumente (Karten) (Dokument 9303 Teil 3).,"will, document, set",0.0386389273928223,0.3399065338923829,0.9445587992668152,document
"For the month during which the decision is adopted approving a rural development programming document or a single programming document under Objective 2 in the case of rural development measures financed by the EAGGF Guarantee Section, the paying agencies may enter in the accounts as expenditure an advance not exceeding 12,5 % of the average annual EAGGF contribution provided for in the programming document, covering the expenditure referred to in Article 41(1).","Die Zahlstellen können in der Buchführung als Ausgabe für den Monat, in dem die Entscheidung über die Genehmigung des Programmplanungsdokuments für die Entwicklung des ländlichen Raums oder des einzigen Programmplanungsdokuments für Ziel 2 in Bezug auf Maßnahmen zur Entwicklung des ländlichen Raums, die vom EAGFL, Abteilung Garantie, finanziert werden, angenommen wird, einen Vorschuss in Höhe von bis zu 12,5 % einer durchschnittlichen Jahrestranche der im Programmplanungsdokument vorgesehenen EAGFL-Beteiligung ausweisen, die die Ausgaben im Sinne von Artikel 41 Absatz 1 abdeckt.","document, article, advance, guarantee, contribution, decision, case",0.008049316140051546,0.08481002554278416,0.8721746206283569,document
That document shall indicate that the inspector has been designated to carry out inspections in accordance with the CCAMLR observation and inspection system.,"Diesem Ausweis ist zu entnehmen, dass der Inspektor befugt ist, im Rahmen der CCAMLR-Kontrollregelung Kontrollen vorzunehmen.",document,0.007913247271422612,0.025641025641025644,0.9470347762107849,document
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,goods
"the date of embarkation of the goods and the delivery period concerned, the period shown having no impact on the validity, upon import, of the certificate of origin;",das Datum der Verschiffung der Waren und den betreffenden Lieferzeitraum; der angegebene Zeitraum hat keine Auswirkung auf die Gültigkeitsdauer der Ursprungsbescheinigung bei der Einfuhr;,"delivery, goods",0.005834347180338519,0.01879699248120301,0.9447712302207947,goods
the technical solutions chosen and/or any exceptionally favourable conditions available to the tenderer for the supply of the goods or services or for the execution of the work;,"die technischen Lösungen und/oder außergewöhnlich günstigen Bedingungen, über die der Bieter bei der Lieferung der Waren, der Erbringung der Dienstleistung oder der Durchführung der Bauleistungen verfügt,","execution, goods",0.0,0.0,0.9533494114875793,goods
"Importation of goods"" shall mean the entry of goods into the territory of the country as defined in Article 3.","Die Einfuhr eines Gegenstands liegt vor, wenn dieser Gegenstand in das Inland im Sinne des Artikels 3 gelangt.","goods, article, entry",0.011433361115787456,0.07425742574257424,0.9605363011360168,goods
"For example, a seller may retain the legal title to the goods solely to protect the collectability of the amount due.",Beispielsweise kann sich der Verkäufer zur Sicherung seiner Forderungen das rechtliche Eigentum an den verkauften Gegenständen vorbehalten.,"title, seller, due, goods",0.008282282660969604,0.02702702702702702,0.9589276313781738,goods
"The CRL, together with ENGL, shall provide further information about the operational procedures of the validation process and shall make the documents available.",Das GRL und das Netz ENGL werden weitere Angaben zu den konkreten Abläufen des Validierungsprozesses machen und Unterlagen zur Verfügung stellen.,"process, information, make",0.008640609739997756,0.044642857142857144,0.9426981806755066,information
"For the purpose of measuring the percentage change, either upward or downward, in the purchasing power of salaries in the national civil services, Eurostat shall, on the basis of information supplied before the end of September by the national authorities concerned, calculate specific indicators reflecting changes in the real remuneration of civil servants in central government, between the month of July of the previous year and the month of July of the current year.","Um zu ermitteln, inwieweit sich die Kaufkraft der Gehälter im öffentlichen Dienst der Mitgliedstaaten prozentual erhöht oder verringert hat, stellt Eurostat anhand der Angaben, die bis Ende September von den betreffenden nationalen Behörden eingegangen sind, spezifische Indikatoren auf, aus denen hervorgeht, wie sich die realen Dienstbezüge der nationalen Beamten in den Zentralverwaltungen zwischen dem Monat Juli des Vorjahres und dem Monat Juli des laufenden Jahres entwickelt haben.","information, civil, government",0.00397810118142876,0.08701472556894245,0.9269407391548157,information
It is necessary to ensure a reasonable level of quality in the information disseminated and the maintenance of existing statistical series.,Die verbreiteten Daten müssen eine akzeptable Qualität aufweisen und die vorhandenen statistischen Reihen müssen gepflegt werden.,"information, reasonable",0.008687475782716616,0.02857142857142857,0.9704183340072632,information
This information shall be provided annually and at the latest in the documents accompanying the preliminary draft budget.,"Die Angaben werden jährlich rechtzeitig vorgelegt, und zwar spätestens zusammen mit den Dokumenten zum Haushaltsvorentwurf.","information, draft",0.010182425646195498,0.02906976744186046,0.9626715183258057,information
"If it is impracticable to disclose any of this information, this fact should be disclosed.","Sofern dies im Einzelfall nicht durchführbar oder wirtschaftlich nicht vertretbar ist, ist diese Tatsache anzugeben.","information, fact",0.013679192123121896,0.058823529411764705,0.9722080826759338,information
"Any amendments which are necessary in order to adjust columns 4, 5 and 6 of Part A and columns 8, 9 and 10 of Part B of Annexes I and III to technical progress shall be adopted in accordance with the procedure laid down in Article 11.","1 ) Die Änderungen, die erforderlich sind, um die Spalten 4, 5 und 6 des Teils A und die Spalten 8 bis 10 des Teils B des Anhangs I und Anhang III an den technischen Fortschritt anzupassen, werden nach dem in Artikel 11 vorgesehenen Verfahren beschlossen.","order, article, procedure",0.026150339003666635,0.18844472956176575,0.9417365789413452,order
"Tissue establishments shall include in their standard operating procedures special provisions for the handling of tissues and cells to be discarded, in order to prevent the contamination of other tissues or cells, the processing environment or personnel.","Die Standardarbeitsverfahren der Gewebeeinrichtungen enthalten besondere Vorschriften für den Umgang mit Geweben und Zellen, die verworfen werden sollen, damit eine Kontamination anderer Gewebe oder Zellen, der Verarbeitungsumgebung oder des Personals vermieden wird.",order,0.006081389695809871,0.0412087912087912,0.9199129939079285,order
Any amendments necessary in order to adapt points 1 and 2 of the Annex to technical progress shall be adopted in accordance with the procedure referred to in Article 14(2).,Änderungen zur Anpassung der Teile 1 und 2 des Anhangs an den technischen Fortschritt werden nach dem Verfahren des Artikels 14 Absatz 2 angenommen.,"order, article, procedure",0.008186841244220632,0.09652509652509654,0.9594947695732117,order
"In order better to ensure that, amongst other things, third countries grant Community carriers comparable treatment, a procedure should be established enabling the Community more efficiently to take action against third countries which do not grant treatment comparable to that granted in the Community.","Damit besser gewährleistet ist, dass Drittländer den Luftfahrtunternehmen der Gemeinschaft unter anderem eine vergleichbare Behandlung gewähren, sollte ein Verfahren eingeführt werden, das es der Gemeinschaft ermöglicht, wirksamere Maßnahmen gegenüber Drittländern zu ergreifen, die keine Behandlung gewähren, die mit der in der Gemeinschaft vergleichbar ist.","grant, order, procedure",0.005373679194847927,0.04930966469428008,0.9312217235565186,order
In the absence of LTE data the following procedure has to be applied in order to estimate the LTE data by using the specified uncertainty factor (UF) on the data of the most sensitive species:,"Fehlen LZF-Daten, ist zur Schätzung dieser Daten unter Verwendung des festgelegten Unsicherheitsfaktors (UF) folgendes Verfahren auf die Daten der empfindlichsten Art anzuwenden:","order, factor, procedure",0.025922896763081092,0.13786764705882354,0.9374107718467712,order
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.006716472052354862,0.017857142857142856,0.9470723867416382,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.01428363257865929,0.03816793893129772,0.9647675156593323,commission
"After consulting the Commission,",nach Anhörung der Kommission -,commission,0.0,0.0,0.9598471522331238,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",0.004392487796991638,0.016025641025641024,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.004880197685284189,0.06147540983606558,0.9307515025138855,commission
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",0.005266039344377937,0.07731958762886598,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",0.011877413503212092,0.14519595338353744,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",0.010946357466256391,0.1590106007067138,0.9674302935600281,regulation
"The coordinator, after consultation with the other relevant competent authorities, shall identify the type of transactions and risks regulated entities in a particular financial conglomerate shall report in accordance with the provisions of Article 7(2) and Article 8(2) on the reporting of intra-group transactions and risk concentration.","Der Koordinator legt nach Konsultation der anderen jeweils zuständigen Behörden fest, welche Arten von Transaktionen und Risiken von den beaufsichtigten Unternehmen eines bestimmten Finanzkonglomerats gemäß Artikel 7 Absatz 2 und Artikel 8 Absatz 2 über die Mitteilung von gruppeninternen Transaktionen und Risikokonzentrationen zu melden sind.","competent, article, risk, relevant",0.005107786384598448,0.06263048016701461,0.9056058526039124,competent
"The competent authorities involved, including the coordinator, shall where appropriate coordinate their supervisory actions.","Die betroffenen zuständigen Behörden - einschließlich des Koordinators - stimmen ihre Aufsichtstätigkeit untereinander ab, soweit dies angebracht ist.",competent,0.011466219374216899,0.050761421319796954,0.9645594954490662,competent
the competent services or institutions may extend that period up to a maximum of six months.,dieser Zeitraum kann von der zuständigen Arbeitsverwaltung oder dem zuständigen Träger auf höchstens sechs Monate verlängert werden.,competent,0.010845665754777514,0.027932960893854747,0.9691383242607117,competent
any financial contributions from the competent bodies referred to in Article 5;,"etwaige Finanzbeiträge der in Artikel 5 genannten zuständigen Stellen,","article, competent",0.018476860420522198,0.09708737864077671,0.9705228209495544,competent
The Committee shall keep any such guidance under review and take into account any changes to the consolidated supervision arrangements applied by such competent authorities.,Der Ausschuss überprüft diese Orientierungen regelmäßig und berücksichtigt dabei Änderungen bei der Ausübung der Beaufsichtigung auf konsolidierter Basis durch die betreffenden zuständigen Behörden.,"review, competent, account",0.0072658577559704465,0.020661157024793386,0.9522512555122375,competent
"exceptional expenditure necessarily incurred by the staff member for the purposes of the mission, either on receipt of special instructions or on account of force majeure and in the interests of the Foundation, and resulting in disbursement out of reasonable proportion to the allowance provided.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse des Organs entstehen, sofern die gewährten Tagegelder für diese Auslagen offensichtlich nicht ausreichen.","foundation, member, receipt, account, reasonable",0.005034460682273033,0.03846153846153846,0.9279300570487976,member
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.21869766863251183,0.4407596371882086,0.9450245499610901,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.00575200893990609,0.026737967914438502,0.9440177083015442,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",0.004701712638603976,0.03891050583657587,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,0.005311256555131655,0.015060240963855423,0.9474712014198303,member
"In the event of a polygamous marriage, where the sponsor already has a spouse living with him in the territory of a Member State, the Member State concerned shall not authorise the family reunification of a further spouse.","Lebt im Falle einer Mehrehe bereits ein Ehegatte gemeinsam mit dem Zusammenführenden im Hoheitsgebiet eines Mitgliedstaats, so gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","state, member, marriage, sponsor, family",0.005355924989097696,0.033112582781456956,0.9450660347938538,state
The second Member State may require the family members concerned to present with their application for a residence permit:,"Der zweite Mitgliedstaat kann von den Familienangehörigen des langfristig Aufenthaltsberechtigten verlangen, ihrem Antrag auf Erteilung eines Aufenthaltstitels Folgendes beizufügen:","state, member, residence, permit, family",0.009160285722098505,0.023923444976076555,0.9564482569694519,state
The Member State concerned shall grant the family members a first residence permit of at least one year's duration.,Der betreffende Mitgliedstaat erteilt den Familienangehörigen einen ersten Aufenthaltstitel mit mindestens einjähriger Gültigkeitsdauer.,"state, member, grant, residence, permit, family",0.009134423666564471,0.03401360544217687,0.9717233180999756,state
"By way of derogation, where the legislation of a Member State relating to family reunification in force on the date of adoption of this Directive takes into account its reception capacity, the Member State may provide for a waiting period of no more than three years between submission of the application for family reunification and the issue of a residence permit to the family members.","Abweichend davon kann ein Mitgliedstaat, dessen bei Annahme der Richtlinie geltendes nationales Recht im Bereich der Familienzusammenführung die Aufnahmefähigkeit dieses Mitgliedstaats berücksichtigt, eine Wartefrist von höchstens drei Jahren, zwischen der Stellung eines Antrags auf Familienzusammenführung und der Ausstellung eines Aufenthaltstitels an Familienangehörige, vorsehen.","adoption, state, member, residence, permit, issue, legislation, family, capacity, account",0.003519816815769827,0.03,0.928630530834198,state
"In the case of a measure in the form of a grant or loan, it is normally obvious which enterprise is potentially the beneficiary for the purpose of assessing whether State aid is involved.","Bei der Vergabe eines Zuschusses oder eines Kredites ist bei der Prüfung, ob es sich um eine staatliche Beihilfe handelt, in der Regel klar, welches Unternehmen durch die betreffende Maßnahme begünstigt würde.","beneficiary, state, grant, case, loan",0.006787181501568368,0.041666666666666664,0.9518918991088867,state
(1)EAGGF financing : 60 % by the Guarantee Section and 40 % by the Guidance Section.,"(1)Finanzierung dieser Prämien durch den EAGFL, und zwar zu 60 v.H. durch die Abteilung Garantie und zu 40 v.H. durch die Abteilung Ausrichtung.",guarantee,0.0343773040109061,0.17624521072796934,0.9476078152656555,guarantee
"Each producer should, when placing a product on the market, provide a financial guarantee to prevent costs for the management of WEEE from orphan products from falling on society or the remaining producers.","Jeder Hersteller sollte beim Inverkehrbringen eines Produkts eine finanzielle Garantie stellen, um zu verhindern, dass die Kosten für die Entsorgung der Elektro- und Elektronik-Altgeräte aus Waisen-Produkten auf die Gesellschaft oder die übrigen Hersteller abgewälzt werden.","costs, orphan, guarantee",0.006420398608597436,0.03968253968253968,0.912976861000061,guarantee
"The shipping company or its agent shall sign a guarantee in respect of those seamen,",Die Reederei oder der Schiffsagent unterzeichnet für diese Seeleute eine Garantieerklärung.,"agent, company, guarantee",0.0,0.0,0.9654869437217712,guarantee
"The amount of the advance shall not exceed 20 % of the total cost of the investment, and its payment shall be subject to the establishment of a bank guarantee corresponding to 110 % of the amount of the advance.",Der Vorschuss darf 20 % der gesamten Investitionskosten nicht überschreiten und wird erst nach Leistung einer Banksicherheit in Höhe von 110 % des Vorschussbetrags gezahlt.,"bank, guarantee, investment, advance",0.013890266032988884,0.16159420289855073,0.9550158381462097,guarantee
the expiry date of the guarantee of that level or storage life from the date of manufacture;,Ablaufdatum der Garantie dieses Gehalts oder Haltbarkeitsdauer ab dem Herstellungsdatum;,guarantee,0.010802314890908065,0.042735042735042736,0.9563631415367126,guarantee
