source,target,legal_entity,BLEU,METEOR,COMET,term
The exemption or reduction provided for the products referred to in paragraph 1 may be granted under a multiannual programme by means of an authorisation issued by an administrative authority to an economic operator for more than one calendar year.,"Die Befreiung oder Ermäßigung für die in Absatz 1 aufgeführten Erzeugnisse kann im Rahmen eines mehrjährigen Programms in der Weise gewährt werden, dass eine Behörde einem Wirtschaftsbeteiligten eine entsprechende Genehmigung für mehr als ein Kalenderjahr erteilt.","calendar, exemption, authority",0.005927305348705561,0.05221932114882506,0.9399732947349548,calendar
"Information, stored in a card, related to the driver activities for a particular calendar day.",Auf einer Karte gespeicherte Informationen zu den Fahrertätigkeiten an einem bestimmten Kalendertag.,"calendar, information",0.010802314890908065,0.03703703703703704,0.9563614130020142,calendar
It shall be granted in the form of an annual premium per calendar year and per holding within the limits of regional ceilings for not more than 90 animals for each of the age brackets referred to in paragraph 2.,Diese Prämie wird auf Jahresbasis je Kalenderjahr und Betrieb im Rahmen der regionalen Hoechstgrenzen für nicht mehr als 90 Tiere jeder der in Absatz 2 genannten Altersklassen gewährt.,"holding, calendar, premium",0.006369304104455854,0.06622516556291391,0.9363228678703308,calendar
"the forage area, meaning the area of the holding available throughout the calendar year for rearing bovine animals and sheep and/or goats.","die Futterfläche, d. h. die während des gesamten Kalenderjahres für die Rinder-, Schaf- und/oder Ziegenhaltung zur Verfügung stehende Betriebsfläche.","holding, calendar",0.009410489957951634,0.04504504504504504,0.9511719942092896,calendar
The date and time of the interview must be communicated to the tenderers at least ten calendar days in advance.,Tag und Uhrzeit des Vorstellungsgesprächs sind den Bietern mindestens zehn Tage vorher mitzuteilen.,"calendar, advance",0.009134423666564471,0.03401360544217687,0.9639972448348999,calendar
"The payment period referred to in paragraph 1 shall be thirty calendar days for payments relating to service or supply contracts, save where the contract provides otherwise.","Bei öffentlichen Waren- und Dienstleistungsverträgen beträgt die Zahlungsfrist 30 Kalendertage, es sei denn, der betreffende Vertrag sieht etwas anderes vor.","calendar, service, contract",0.007696339439306161,0.04237288135593221,0.9589244723320007,contract
the maximum budget available for the contract;,Höchstbudget für den Auftrag;,contract,0.02777619034011792,0.09433962264150944,0.987483561038971,contract
at the end of the period of notice specified in the contract giving the servant or the institution the option to terminate earlier.,"nach Ablauf der im Vertrag festgelegten Kündigungsfrist, in der der Bedienstete oder das Organ den Vertrag vor Ablauf kündigen kann.","notice, contract, option, servant",0.009410489957951634,0.04504504504504504,0.9471186399459839,contract
The period between publication of the last announcement and conclusion of the sales contract shall be no less than fourteen calendar days.,Die Frist zwischen der Veröffentlichung der letzten Anzeige und dem Abschluss des Kaufvertrags beträgt mindestens 14 Kalendertage.,"conclusion, sales, contract, calendar, publication",0.008282282660969604,0.05405405405405404,0.9630078673362732,contract
"for the distribution of spare parts on the basis of the value of the contract goods and other goods sold by the supplier, together with any other goods sold by the supplier which are regarded as interchangeable or substitutable by the buyer, by reason of the products' characteristics, prices and intended use;","bezüglich des Vertriebs von Ersatzteilen auf der Grundlage des Absatzwerts der vom Lieferanten verkauften Vertragswaren und sonstigen Waren, die vom Käufer aufgrund ihrer Eigenschaften, ihrer Preise und ihres Verwendungszwecks als austauschbar oder substituierbar angesehen werden;","use, goods, contract, value, distribution, buyer",0.004217698009415556,0.03759398496240601,0.934283435344696,contract
the effect of differences between actual and previously assumed salary increases on the obligation to pay benefits for service in prior years (there is no past service cost because actuarial assumptions allow for projected salaries);,"die Auswirkungen von Unterschieden zwischen tatsächlichen und ursprünglich angenommenen Gehaltssteigerungen auf die Höhe der in früheren Jahren erdienten Leistungen (nachzuverrechnender Dienstzeitaufwand entsteht nicht, da die Gehaltsentwicklung über die versicherungsmathematischen Annahmen berücksichtigt ist);","obligation, service",0.012258181047369768,0.087189226519337,0.9328920245170593,service
"A staff member who has completed more than one year's but less than four years' service shall receive a resettlement allowance proportionate to his length of service, incomplete years being disregarded.","Ein Bediensteter, der mehr als ein Jahr, aber weniger als vier Jahre Dienst abgeleistet hat, erhält eine anteilige Wiedereinrichtungsbeihilfe entsprechend der Dauer der abgeleisteten Dienstzeit; Jahresbruchteile werden nicht angerechnet.","member, service",0.0063161840849674045,0.029325513196480937,0.9318187832832336,service
"at the time when the document instituting the proceedings or an equivalent document is lodged with the court, provided that the applicant has not subsequently failed to take the steps he was required to take to have service effected on the respondent;","zu dem Zeitpunkt, zu dem das verfahrenseinleitende Schriftstück oder ein gleichwertiges Schriftstück bei Gericht eingereicht wurde, vorausgesetzt, dass der Antragsteller es in der Folge nicht versäumt hat, die ihm obliegenden Maßnahmen zu treffen, um die Zustellung des Schriftstücks an den Antragsgegner zu bewirken,","document, equivalent, court, service, respondent",0.004442907622711175,0.030927835051546393,0.9091701507568359,service
"attribute benefit to periods of service under the plan's benefit formula, unless an employee's service in later years will lead to a materially higher level of benefit than in earlier years;","die zugesagte Leistung nach Maßgabe der Leistungsformel des Planes den Dienstjahren zuzuordnen, es sei denn, die von einem Arbeitnehmer erbrachte Arbeitsleistung führt in späteren Dienstjahren zu wesentlich höheren Leistungen als in früheren Jahren;","will, employee, benefit, service",0.007299680706427319,0.06963788300835655,0.9185336232185364,service
"The investment firm which receives client instructions or orders through the medium of another investment firm shall remain responsible for concluding the service or transaction, based on any such information or recommendations, in accordance with the relevant provisions of this Title.","Die Verantwortung für die Erbringung der Dienstleistung oder den Abschluss des Geschäfts auf der Grundlage solcher Angaben oder Empfehlungen im Einklang mit den einschlägigen Bestimmungen dieses Titels verbleibt bei der Wertpapierfirma, die die Kundenanweisungen oder -aufträge über eine andere Wertpapierfirma erhält.","investment, transaction, service, title, information, responsible, relevant",0.004977587797754485,0.023201856148491882,0.9327253699302673,service
Ships using port facilities may be subject to the port State control inspections and additional control measures outlined in regulation XI-2/9.,"Schiffe, die Hafenanlagen nutzen, können Kontrollbesichtigungen durch den Hafenstaat und zusätzlichen Kontrollmaßnahmen nach Regel XI-2/9 unterliegen.","control, regulation, state",0.010331208012220438,0.05181347150259068,0.9508150815963745,control
"Provided that they respect the minimum levels of taxation prescribed by this Directive and that they are compatible with Community law, differentiated rates of taxation may be applied by Member States, under fiscal control, in the following cases:","Die Mitgliedstaaten können unter Steueraufsicht gestaffelte Steuersätze anwenden, soweit diese die in dieser Richtlinie vorgesehenen Mindeststeuerbeträge nicht unterschreiten und mit dem Gemeinschaftsrecht vereinbar sind, und zwar in den folgenden Fällen:","law, member, control",0.006211915815063893,0.058997050147492625,0.9475415349006653,control
Minimum control rate,Mindestkontrollsatz,control,0.0,0.0,0.9938167929649353,control
Control is the power to govern the financial and operating policies of an enterprise so as to obtain benefits from its activities.,"Beherrschung ist die Möglichkeit, die Finanz- und Geschäftspolitik eines Unternehmens zu bestimmen, um aus dessen Tätigkeiten Nutzen zu ziehen.",control,0.008282282660969604,0.022624434389140267,0.9554542303085327,control
"Regulation XI-2/9.2 applies control measures to ensure compliance to ships intending to enter a port of another Contracting Government and introduces an entirely different concept of control within chapter XI-2, applying to security only.","Regel XI-2/9.2 wendet Kontrollmaßnahmen zur Sicherstellung der Einhaltung der Vorschriften auf Schiffe an, die in einen Hafen einer anderen Vertragsregierung einzulaufen beabsichtigen, und führt ein völlig anderes Kontrollkonzept innerhalb von Kapitel XI-2 ein, das sich nur auf die Gefahrenabwehr bezieht.","control, security, regulation, government",0.006175068302681508,0.05787037037037038,0.9222825169563293,control
The enforcement procedure is governed by the law of the Member State of enforcement.,Für das Vollstreckungsverfahren ist das Recht des Vollstreckungsmitgliedstaats maßgebend.,"member, state, law, procedure",0.013217947626377298,0.04761904761904763,0.9714736342430115,law
"On the one hand, a notification has important legal consequences which are favourable to the parties to the proposed concentration, while, on the other hand, failure to comply with the obligation to notify renders the parties liable to fines and may also entail civil law disadvantages for them.","Von einer ordnungsgemäßen Anmeldung hängen einerseits wichtige, für die an dem Zusammenschlussvorhaben Beteiligten vorteilhafte Rechtsfolgen ab. Andererseits stellt die Verletzung der Anmeldepflicht eine mit Geldbußen bedrohte Handlung dar; sie kann für die Anmelder auch nachteilige Rechtsfolgen zivilrechtlicher Art mit sich bringen.","law, obligation, civil, liable",0.00410726430147258,0.021834061135371178,0.9340562224388123,law
"If the act on which the request for assistance is based is punishable under the law of both Contracting Parties by virtue of being an infringement of the rules of law which is being prosecuted by the administrative authorities, and where the decision may give rise to proceedings before a court having jurisdiction in particular in criminal matters, the procedure outlined in paragraph 1 must in principle be used for the forwarding of procedural documents.","Liegt dem Rechtshilfeersuchen eine Handlung zugrunde, die sowohl nach dem Recht der ersuchten als auch nach dem Recht der ersuchenden Vertragspartei als Zuwiderhandlung gegen Ordnungsvorschriften durch Behörden geahndet wird, gegen deren Entscheidung ein auch in Strafsachen zuständiges Gericht angerufen werden kann, so ist bei der Zustellung von Urkunden grundsätzlich nach Absatz 1 zu verfahren.","procedure, court, rules, request, jurisdiction, law, decision, criminal, act, infringement",0.003476381700878172,0.04166666666666667,0.9111642241477966,law
"Even if national law does not provide for enforceability by operation of law, notwithstanding any appeal, of a judgment requiring the return of the child mentioned in Article 11(b)(8), the court of origin may declare the judgment enforceable.","Auch wenn das nationale Recht nicht vorsieht, dass eine in Artikel 11 Absatz 8 genannte Entscheidung über die Rückgabe des Kindes ungeachtet der Einlegung eines Rechtsbehelfs von Rechts wegen vollstreckbar ist, kann das Gericht des Ursprungsmitgliedstaats die Entscheidung für vollstreckbar erklären.","child, article, appeal, judgment, court, law",0.005987016463560547,0.06756756756756757,0.9372795224189758,law
Prorogation of jurisdiction,Vereinbarung über die Zuständigkeit,jurisdiction,0.0,0.0,0.9833049178123474,law
"exceptional expenditure necessarily incurred by the staff member for the purposes of the mission, either on receipt of special instructions or on account of force majeure and in the interests of the Foundation, and resulting in disbursement out of reasonable proportion to the allowance provided.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse des Organs entstehen, sofern die gewährten Tagegelder für diese Auslagen offensichtlich nicht ausreichen.","foundation, member, receipt, account, reasonable",0.005034460682273033,0.03846153846153846,0.9279300570487976,member
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.21869766863251183,0.4407596371882086,0.9450245499610901,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.00575200893990609,0.026737967914438502,0.9440177083015442,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",0.004701712638603976,0.03891050583657587,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,0.005311256555131655,0.015060240963855423,0.9474712014198303,member
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.005034460682273033,0.04694835680751174,0.9146354794502258,company
A company operates a mine in a country where legislation requires that the owner must restore the site on completion of its mining operations.,"Eine Gesellschaft betreibt ein Bergwerk in einem Staat, in dem der Eigentümer gesetzlich verpflichtet ist, den Bereich der Förderung nach Beendigung der Abbautätigkeiten wiederherzustellen.","owner, company, legislation",0.008316459914585182,0.03731343283582089,0.931867778301239,company
"The shipping company or its agent shall sign a guarantee in respect of those seamen,",Die Reederei oder der Schiffsagent unterzeichnet für diese Seeleute eine Garantieerklärung.,"agent, company, guarantee",0.0,0.0,0.9654869437217712,company
"Where a financial conglomerate is headed by a mixed financial holding company, the sectoral rules regarding intra-group transactions of the most important financial sector in the financial conglomerate shall apply to that sector as a whole, including the mixed financial holding company.","Steht an der Spitze eines Finanzkonglomerats eine gemischte Finanzholdinggesellschaft, so gelten in Bezug auf gruppeninterne Transaktionen für die gesamte Branche, einschließlich der gemischten Finanzholdinggesellschaft, die branchenspezifischen Vorschriften der im Finanzkonglomerat am stärksten vertretenen Finanzbranche.","holding, rules, company",0.005783214009218943,0.0516795865633075,0.9445171356201172,company
"in the company mode, driver related data (requirements 081, 084 and 087) can be output only for periods not locked by another company (as identified by the first 13 digits of the company card number),","in der Betriebsart Unternehmen (Randnummern 081, 084 und 087) lassen sich Fahrerdaten nur für Zeiträume ausgeben, die nicht von einem anderen Unternehmen (ausgewiesen durch die ersten 13 Stellen der Unternehmenskartennummer) gesperrt sind,",company,0.034024064172335854,0.1877473847893696,0.9219221472740173,company
"SIMILARLY, A PART NEED NOT BE DESCRIBED IF ITS CONSTRUCTION IS CLEARLY APPARENT FROM THE DIAGRAMS OR SKETCHES ATTACHED TO THIS FROM .","Ebenso ist eine Beschreibung nicht nötig bei jedem Bestandteil, dessen Bauweise klar aus den beigefügten Skizzen hervorgeht .","construction, attached",0.009410489957951634,0.05128205128205129,0.9468339085578918,construction
"For the purposes of this Standard, construction contracts include:",Im Sinne dieses Standards umfassen die Fertigungsaufträge:,construction,0.018850319022747353,0.12048192771084339,0.9767008423805237,construction
"intangible assets held by an enterprise for sale in the ordinary course of business (see IAS 2, inventories, and IAS 11, construction contracts);","immaterielle Vermögenswerte, die von einem Unternehmen zum Verkauf im normalen Geschäftsgang gehalten werden (siehe IAS 2, Vorräte, und IAS 11, Fertigungsaufträge);","held, business, construction, sale",0.06471824245088333,0.3336298932384342,0.9383266568183899,construction
Construction Contracts,Fertigungsaufträge,construction,0.0,0.0,0.9887422323226929,construction
"When an enterprise completes the construction or development of a self-constructed investment property that will be carried at fair value, any difference between the fair value of the property at that date and its previous carrying amount should be recognised in net profit or loss for the period.","Wenn ein Unternehmen die Erstellung oder Entwicklung einer selbsthergestellten und als Finanzinvestition gehaltenen Immobilie abschließt, die dann zum beizulegenden Zeitwert bewertet wird, ist ein zu diesem Zeitpunkt bestehender Unterschiedsbetrag zwischen dem beizulegenden Zeitwert der Immobilie und dem vorherigen Buchwert im Ergebnis der Berichtsperiode zu erfassen.","profit, net, construction, investment, loss, value, property, will",0.004361453072458876,0.020746887966804975,0.9178534150123596,construction
"Greece may derogate from Articles 4, 11, 12, 13, 18, 23 and/or 24 of this Directive for the geographical areas and time periods specified in the licences issued by it, prior to 15 March 2002 and in accordance with Directive 98/30/EC, for the development and exclusive exploitation of distribution networks in certain geographical areas.","Griechenland darf hinsichtlich Aufbau und Alleinnutzung von Verteilernetzen in bestimmten geografischen Gebieten von den Artikeln 4, 11, 12, 13, 18, 23 und/oder 24 dieser Richtlinie in Bezug auf die geografischen Gebiete und Zeiträume abweichen, die in den von Griechenland vor dem 15. März 2002 gemäß der Richtlinie 98/30/EG ausgestellten Genehmigungen angegeben sind.",distribution,0.17878880750614173,0.15780730897009967,0.9341277480125427,distribution
"""linepack"" means the storage of gas by compression in gas transmission and distribution systems, but excluding facilities reserved for transmission system operators carrying out their functions;","""Netzpufferung"" die Speicherung von Gas durch Verdichtung in Erdgasfernleitungs- und Erdgasverteilernetzen; ausgenommen sind Einrichtungen, die Fernleitungsnetzbetreibern bei der Wahrnehmung ihrer Funktionen vorbehalten sind;",distribution,0.009337534921653758,0.10638297872340424,0.9186956286430359,distribution
"any direct or indirect obligation on any distributor of passenger cars or light commercial vehicles within a selective distribution system, which limits its ability to establish additional sales or delivery outlets at other locations within the common market where selective distribution is applied.","alle unmittelbaren oder mittelbaren Verpflichtungen, welche die Möglichkeiten von Händlern von Personenkraftwagen oder leichten Nutzfahrzeugen in einem selektiven Vertriebssystem einschränken, zusätzliche Verkaufs- oder Auslieferungsstellen an anderen Standorten im Gemeinsamen Markt zu errichten, an denen selektiver Vertrieb verwendet wird;","passenger, sales, distribution, delivery, obligation",0.004089349842971759,0.011820330969267141,0.919428288936615,distribution
"aid to export-related activities, namely aid directly linked to the quantities exported, to the establishment and operation of a distribution network or to other current expenditure linked to the export activity;","Beihilfen für ausfuhrbezogene Tätigkeiten, insbesondere Beihilfen, die unmittelbar mit den ausgeführten Mengen, dem Aufbau oder dem Betrieb eines Vertriebsnetzes oder anderen laufenden Ausgaben in Verbindung mit der Ausfuhrtätigkeit zusammenhängen;",distribution,0.007205335066302803,0.045317220543806644,0.9414830803871155,distribution
Distribution of this weight among the axles (distribution among axles and load on the fifth wheel king pin in the case of a semi-trailer),Verteilung dieses Gewichtes auf die Achsen (bei Sattelanhängern auf Achsen und Sattelkupplung),"case, distribution",0.008640609739997756,0.06578947368421054,0.9326823949813843,distribution
six days shall be equivalent to one week and vice versa;,SO ENTSPRECHEN EINANDER SECHS TAGE UND EINE WOCHE;,equivalent,0.017033186037639283,0.053763440860215055,0.9478963017463684,equivalent
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.005034460682273033,0.04694835680751174,0.9146354794502258,equivalent
TO THE EXTENT THAT INSTRUMENTS OR APPARATUS OF EQUIVALENT SCIENTIFIC VALUE ARE NOT BEING MANUFACTURED IN THE COMMUNITY.,UND SOFERN GEGENWÄRTIG KEINE INSTRUMENTE UND APPARATE VON GLEICHEM WISSENSCHAFTLICHEM WERT IN DER GEMEINSCHAFT HERGESTELLT WERDEN.,"equivalent, value",0.012109013026441871,0.0872093023255814,0.9137742519378662,equivalent
The yellow index shall be measured according to the ICC 152 method or an equivalent recognised method.,Der Gelb-Index wird nach der Methode ICC 152 oder einer gleichwertigen anerkannten Methode bestimmt.,equivalent,0.025281168697394947,0.24313725490196078,0.9608064889907837,equivalent
2 checks to ensure that cargo entering the port facility matches the delivery note or equivalent cargo documentation;.,"2 Überprüfungen, um sicherzustellen, dass die in die Hafenanlage eingeführte Ladung mit dem Lieferschein beziehungsweise den entsprechenden Ladungsunterlagen übereinstimmt;.","delivery, equivalent, note",0.019398130898389824,0.1125795398923152,0.9380609393119812,equivalent
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.005034460682273033,0.04694835680751174,0.9146354794502258,instrument
The manufacturer shall keep the technical documentation at the disposal of the national authorities for 10 years after the last instrument has been manufactured.,Der Hersteller hält die technischen Unterlagen zehn Jahre lang nach Herstellung des letzten Gerätes für die nationalen Behörden bereit.,instrument,0.007575731225158965,0.024390243902439025,0.958946704864502,instrument
a rate of interest that discounts the nominal amount of the instrument to the current cash sales price of the goods or services.,"der Zinssatz, mit dem der Nominalbetrag der Einnahmen auf den gegenwärtigen Barzahlungspreis für die verkauften Erzeugnisse, Waren oder Dienstleistungen des Basisgeschäftes diskontiert wird.","interest, sales, instrument, goods",0.007280538953653107,0.01937984496124031,0.9395323395729065,instrument
specify the characteristics of different classes of instruments to be taken into account by the regulated market when assessing whether an instrument is issued in a manner consistent with the conditions laid down in the second subparagraph of paragraph 1 for admission to trading on the different market segments which it operates;,"die Eigenschaften verschiedener Kategorien von Instrumenten festgelegt werden, die vom geregelten Markt bei der Prüfung der Frage zu berücksichtigen sind, ob ein Instrument in einer Art und Weise begeben wurde, die den Bedingungen des Absatzes 1 Unterabsatz 2 für die Zulassung zum Handel in den von ihm betriebenen Marktsegmenten entspricht;","instrument, admission, account",0.0047930936429026,0.04638218923933209,0.9020182490348816,instrument
"The work programmes shall specify the minimum number of participants required for each indirect action and also their place of establishment, according to the nature of the instrument and the objectives of the R& TD activity.",In den Arbeitsprogrammen werden je nach Art des Instruments und den Zielen der FTEA-Tätigkeit die bei einer indirekten Maßnahme verlangte Mindestzahl an Teilnehmern und der Ort ihres Sitzes festgelegt.,instrument,0.004744188024111083,0.032362459546925564,0.9430179595947266,instrument
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.005034460682273033,0.04694835680751174,0.9146354794502258,parent
"In some circumstances, it is appropriate to include all borrowings of the parent and its subsidiaries when computing a weighted average of the borrowing costs;","In manchen Fällen ist es angebracht, alle Fremdkapitalaufnahmen des Mutterunternehmens und seiner Tochterunternehmen in die Berechnung des gewogenen Durchschnittes der Fremdkapitalkosten einzubeziehen.","costs, parent",0.008301095462822575,0.0617283950617284,0.9467398524284363,parent
the turnover of each parent company in the preceding financial year;,"den Umsatz der einzelnen Muttergesellschaften im vorangegangenen Geschäftsjahr,","company, parent",0.0,0.0,0.9693694710731506,parent
"IN ADDITION , AN UNDERTAKING NEED NOT BE INCLUDED IN CONSOLIDATED ACCOUNTS WHERE : (A) SEVERE LONG-TERM RESTRICTIONS SUBSTANTIALLY HINDER : (AA) THE PARENT UNDERTAKING IN THE EXERCISE OF ITS RIGHTS OVER THE ASSETS OR MANAGEMENT OF THAT UNDERTAKING; OR","Außerdem braucht ein Unternehmen auch dann nicht in die Konsolidierung einbezogen zu werden, wenn a) erhebliche und andauernde Beschränkungen aa) die Ausübung der Rechte des Mutterunternehmens in bezug auf Vermögen oder Geschäftsführung dieses Unternehmens","rights, parent, term",0.005381887058206485,0.1514415289925494,0.8741825819015503,parent
the parent's interest in those adjusted carrying amounts;,dem Anteil des Mutterunternehmens an diesen angepassten Buchwerten und,"interest, parent",0.0,0.0,0.9636595845222473,parent
"It shall not permit the parent company to give instructions regarding day-to-day operations, nor with respect to individual decisions concerning the construction or upgrading of transmission and distribution lines, that do not exceed the terms of the approved financial plan, or any equivalent instrument;","Dies erlaubt es dem Mutterunternehmen nicht, Weisungen bezüglich des laufenden Betriebs oder einzelne Entscheidungen über den Bau oder die Modernisierung von Fernleitungen und Verteilerleitungen zu erteilen, die über den Rahmen des genehmigten Finanzplans oder eines gleichwertigen Instruments nicht hinausgehen;","construction, equivalent, permit, instrument, company, parent, distribution",0.005034460682273033,0.04694835680751174,0.9146354794502258,permit
"The special fishing permit referred to in Article 3, or an authenticated copy thereof, shall be carried on board fishing vessels and shall be available at all times for inspection by a CCAMLR inspector.",Die in Artikel 3 genannte spezielle Fangerlaubnis oder eine beglaubigte Kopie davon ist auf dem Fischereifahrzeug mitzuführen und muss einem CCAMLR-Inspektor jederzeit zur Überprüfung vorgelegt werden können.,"copy, article, permit",0.0065958005888164355,0.051903114186851215,0.9432414770126343,permit
each batch is split in order to permit it to be stored at two separate geographical sites under the responsibility of the designated premises of the Community antigen and vaccine bank;,"Jede Partie ist so aufgeteilt, dass sie unter der Verantwortung der bezeichneten Lagerstätten der gemeinschaftlichen Antigen- und Impfstoffbank an zwei separaten Standorten gelagert werden kann.","premises, order, bank, permit",0.0,0.0,0.9158641695976257,permit
