source,target,legal_entity,BLEU,METEOR,COMET,term
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,obligation
"The Appointing Authority shall, having regard to the interests of the service, the importance of the office, the duties it entails and the remuneration and reimbursement of expenses incurred in carrying out those duties, take one of the decisions referred to in paragraph 1.","Die Anstellungsbehörde trifft unter Berücksichtigung des dienstlichen Interesses, der Bedeutung dieses Amtes, der seinem Inhaber daraus erwachsenden Pflichten sowie der Bezüge und Kostenerstattungen, die für die Ausübung dieser Aufgaben gewährt werden, eine der in Absatz 1 genannten Entscheidungen.","service, authority",0.00609117754209106,0.08027522935779817,0.9328250288963318,obligation
"he or she shall submit, if required, supporting documents substantiating unforeseeable and imperative reasons for entry, and","er muss gegebenenfalls unter Vorlage von Belegen einen unvorhersehbaren zwingenden Einreisegrund geltend machen, und","submit, entry",0.009629943614188135,0.03225806451612903,0.9602728486061096,obligation
Request for action,Aufforderung zum Tätigwerden,request,0.0,0.0,0.986224353313446,obligation
Priority will be given to:,Vorrang erhalten folgende Maßnahmen:,"will, priority",0.040824829046386304,0.09803921568627452,0.9904152750968933,obligation
"The authorising officer shall report to the management board on the performance of his/her duties in the form of an annual activity report (hereinafter ""authorising officer's report""), together with financial and management information.","Der Anweisungsbefugte legt dem Verwaltungsrat alljährlich einen Jahrestätigkeitsbericht (im Folgenden "" Bericht des Anweisungsbefugten "") vor, dem Finanz- und Verwaltungsinformationen beigefügt sind.","information, officer, performance",0.006909792747415067,0.09124087591240876,0.940992534160614,officer
The supporting documents shall be kept by the authorising officer responsible in accordance with Articles 48 and 49.,Die Belege werden vom zuständigen Anweisungsbefugten gemäß Artikel 48 und 49 aufbewahrt.,"responsible, officer",0.01340082578177889,0.11029411764705882,0.9663031101226807,officer
"The amount of each individual legal commitment adopted following a global commitment shall, prior to signature, be registered by the authorising officer responsible in the budgetary accounts and booked to the global commitment.","Der Betrag jeder rechtlichen Einzelverpflichtung, die sich aus einer globalen Mittelbindung ergibt, wird durch den zuständigen Anweisungsbefugten zulasten der entsprechenden globalen Mittelbindung erfasst, bevor er sie unterzeichnet.","commitment, responsible, officer",0.006787181501568368,0.04761904761904762,0.9246737360954285,officer
Establishment of an amount receivable is the act by which the authorising officer or authorising officer by delegation:,"Die Feststellung einer Forderung ist die Handlung, durch die der Anweisungsbefugte oder bevollmächtigte Anweisungsbefugte","officer, act",0.0,0.0,0.8971376419067383,officer
"The creation of an imprest account and the appointment of an imprest administrator shall be the subject of a decision by the accounting officer, on a duly substantiated proposal from the authorising officer responsible.",Die Einrichtung einer Zahlstelle und die Benennung eines Zahlstellenverwalters werden vom Rechnungsführer auf ordnungsgemäß begründeten Vorschlag des zuständigen Anweisungsbefugten beschlossen.,"accounting, officer, administrator, responsible, decision, account",0.005157142709886005,0.022222222222222223,0.9422881007194519,officer
"Lawyers duly authorised to act may supply the information on behalf of their clients, in which case the client shall remain fully responsible if the information supplied is incomplete, incorrect or misleading.","Ordnungsgemäß bevollmächtigte Rechtsanwälte können die Auskünfte im Auftrag ihrer Mandanten erteilen, wobei die Mandanten in vollem Umfang haften, falls die erteilten Auskünfte unvollständig, unrichtig oder irreführend sind.","information, responsible, case, act",0.007511251053510192,0.06369426751592357,0.9487583041191101,act
the designation of authorities to act as mediators in disputes between authorities responsible for issuing authorisations and applicants for authorisations.,"Benennung von Stellen, die bei Streitigkeiten zwischen Genehmigungsbehörden und Antragstellern als Vermittler fungieren.","responsible, act",0.009134423666564471,0.03205128205128205,0.9605858325958252,act
"Having regard to the Act of Accession of the Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovenia and Slovakia, and in particular the second subparagraph of Article 41 thereof,","gestützt auf die Akte über den Beitritt der Tschechischen Republik, Estlands, Zyperns, Lettlands, Litauens, Ungarns, Maltas, Polens, Sloweniens und der Slowakei, insbesondere auf Artikel 41 Absatz 2,","article, act, accession",0.008202101859611701,0.22801544860368386,0.9461871385574341,act
"Having regard to the Act of Accession of the Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovenia and Slovakia, and in particular Article 57(2) thereof,","gestützt auf die Akte über den Beitritt der Tschechischen Republik, Estlands, Zyperns, Lettlands, Litauens, Ungarns, Maltas, Polens, Sloweniens und der Slowakei, insbesondere auf Artikel 57 Absatz 2,","article, act, accession",0.008600383785890304,0.2429525516759998,0.9468600153923035,act
"Sections 30A(5), 40, 41 and 68 of the Contributions and Benefits (Northern Ireland) Act 1992.","Artikel 30A Absatz 5 sowie Artikel 40, 41 und 68 des Gesetzes über die Beiträge und Leistungen (Nordirland) 1992.",act,0.0612957497932821,0.3602173913043478,0.967170774936676,act
The Agency should act in support of the Community mechanism in the field of civil protection.,Die Agentur sollte das Gemeinschaftsverfahren im Bereich des Katastrophenschutzes unterstützen.,"act, civil, agency",0.011502783619900045,0.04310344827586207,0.9666032195091248,agency
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,agency
Competence of the European Agency for the Evaluation of Medicinal Products,Zuständigkeit der Europäischen Agentur für die Beurteilung von Arzneimitteln,"competence, agency",0.0,0.0,0.9723523259162903,agency
The Agency is hereby established for a period beginning on 1 January 2004 and ending on 31 December 2008.,Die Agentur wird für den Zeitraum vom 1. Januar 2004 bis zum 31. Dezember 2008 eingerichtet.,agency,0.014400124446705301,0.13089005235602094,0.9786279201507568,agency
"One of the tasks assigned to the European Maritime Safety Agency (the Agency) is to assist the Commission in the performance of any task assigned to it by Community legislation applicable to training, certification and watchkeeping of ships' crews.","Eine der Aufgaben der Europäischen Agentur für die Sicherheit des Seeverkehrs (die ""Agentur"") ist es, die Kommission bei allen Aufgaben zu unterstützen, die ihr durch das Gemeinschaftsrecht in Bezug auf die Ausbildung, die Erteilung von Befähigungszeugnissen und den Wachdienst von Schiffsbesatzungen übertragen wurden.","commission, agency, legislation, performance",0.0053384063366689926,0.04970178926441352,0.9391036629676819,agency
"On the one hand, a notification has important legal consequences which are favourable to the parties to the proposed concentration, while, on the other hand, failure to comply with the obligation to notify renders the parties liable to fines and may also entail civil law disadvantages for them.","Von einer ordnungsgemäßen Anmeldung hängen einerseits wichtige, für die an dem Zusammenschlussvorhaben Beteiligten vorteilhafte Rechtsfolgen ab. Andererseits stellt die Verletzung der Anmeldepflicht eine mit Geldbußen bedrohte Handlung dar; sie kann für die Anmelder auch nachteilige Rechtsfolgen zivilrechtlicher Art mit sich bringen.","law, obligation, civil, liable",0.00410726430147258,0.021834061135371178,0.9340562224388123,civil
Out-of-court redress,Außergerichtliche Beilegung von Streitigkeiten,court,0.0,0.0,0.9665428996086121,civil
"As against a respondent who is not habitually resident and is not either a national of a Member State or, in the case of the United Kingdom and Ireland, does not have his ""domicile"" within the territory of one of the latter Member States, any national of a Member State who is habitually resident within the territory of another Member State may, like the nationals of that State, avail himself of the rules of jurisdiction applicable in that State.","Jeder Staatsangehörige eines Mitgliedstaats, der seinen gewöhnlichen Aufenthalt im Hoheitsgebiet eines anderen Mitgliedstaats hat, kann die in diesem Staat geltenden Zuständigkeitsvorschriften wie ein Inländer gegenüber einem Antragsgegner geltend machen, der seinen gewöhnlichen Aufenthalt nicht im Hoheitsgebiet eines Mitgliedstaats hat oder die Staatsangehörigkeit eines Mitgliedstaats besitzt oder im Fall des Vereinigten Königreichs und Irlands sein ""domicile"" nicht im Hoheitsgebiet eines dieser Mitgliedstaaten hat.","domicile, state, member, rules, resident, jurisdiction, case, respondent",0.01315530788639175,0.09030758226037196,0.9254631400108337,civil
"Action 2: Preparation of legislative and other regulatory initiatives and promotion of self-regulatory initiatives, including, inter alia:","Maßnahme 2: Ausarbeitung von Legislativ- und sonstigen Regulierungsinitiativen und Förderung von Selbstregulierungsinitiativen, darunter:",,0.02297185935845028,0.19128787878787878,0.9639015197753906,civil
"As regards the procedure for levy of execution in respect of a registered Community design, the courts and authorities of the Member State determined in accordance with Article 27 shall have exclusive jurisdiction.",Für die Zwangsvollstreckungsmaßnahmen gegenüber einem eingetragenen Gemeinschaftsgeschmacksmuster sind die Gerichte und Behörden des nach Artikel 27 maßgebenden Mitgliedstaats ausschließlich zuständig.,"state, member, article, levy, jurisdiction, execution, procedure",0.0063161840849674045,0.04464285714285714,0.9300014972686768,civil
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,obligation
"The Appointing Authority shall, having regard to the interests of the service, the importance of the office, the duties it entails and the remuneration and reimbursement of expenses incurred in carrying out those duties, take one of the decisions referred to in paragraph 1.","Die Anstellungsbehörde trifft unter Berücksichtigung des dienstlichen Interesses, der Bedeutung dieses Amtes, der seinem Inhaber daraus erwachsenden Pflichten sowie der Bezüge und Kostenerstattungen, die für die Ausübung dieser Aufgaben gewährt werden, eine der in Absatz 1 genannten Entscheidungen.","service, authority",0.00609117754209106,0.08027522935779817,0.9328250288963318,obligation
"he or she shall submit, if required, supporting documents substantiating unforeseeable and imperative reasons for entry, and","er muss gegebenenfalls unter Vorlage von Belegen einen unvorhersehbaren zwingenden Einreisegrund geltend machen, und","submit, entry",0.009629943614188135,0.03225806451612903,0.9602728486061096,obligation
Request for action,Aufforderung zum Tätigwerden,request,0.0,0.0,0.986224353313446,obligation
Priority will be given to:,Vorrang erhalten folgende Maßnahmen:,"will, priority",0.040824829046386304,0.09803921568627452,0.9904152750968933,obligation
the effect of differences between actual and previously assumed salary increases on the obligation to pay benefits for service in prior years (there is no past service cost because actuarial assumptions allow for projected salaries);,"die Auswirkungen von Unterschieden zwischen tatsächlichen und ursprünglich angenommenen Gehaltssteigerungen auf die Höhe der in früheren Jahren erdienten Leistungen (nachzuverrechnender Dienstzeitaufwand entsteht nicht, da die Gehaltsentwicklung über die versicherungsmathematischen Annahmen berücksichtigt ist);","obligation, service",0.012258181047369768,0.087189226519337,0.9328920245170593,service
"A staff member who has completed more than one year's but less than four years' service shall receive a resettlement allowance proportionate to his length of service, incomplete years being disregarded.","Ein Bediensteter, der mehr als ein Jahr, aber weniger als vier Jahre Dienst abgeleistet hat, erhält eine anteilige Wiedereinrichtungsbeihilfe entsprechend der Dauer der abgeleisteten Dienstzeit; Jahresbruchteile werden nicht angerechnet.","member, service",0.0063161840849674045,0.029325513196480937,0.9318187832832336,service
"at the time when the document instituting the proceedings or an equivalent document is lodged with the court, provided that the applicant has not subsequently failed to take the steps he was required to take to have service effected on the respondent;","zu dem Zeitpunkt, zu dem das verfahrenseinleitende Schriftstück oder ein gleichwertiges Schriftstück bei Gericht eingereicht wurde, vorausgesetzt, dass der Antragsteller es in der Folge nicht versäumt hat, die ihm obliegenden Maßnahmen zu treffen, um die Zustellung des Schriftstücks an den Antragsgegner zu bewirken,","document, equivalent, court, service, respondent",0.004442907622711175,0.030927835051546393,0.9091701507568359,service
"attribute benefit to periods of service under the plan's benefit formula, unless an employee's service in later years will lead to a materially higher level of benefit than in earlier years;","die zugesagte Leistung nach Maßgabe der Leistungsformel des Planes den Dienstjahren zuzuordnen, es sei denn, die von einem Arbeitnehmer erbrachte Arbeitsleistung führt in späteren Dienstjahren zu wesentlich höheren Leistungen als in früheren Jahren;","will, employee, benefit, service",0.007299680706427319,0.06963788300835655,0.9185336232185364,service
"The investment firm which receives client instructions or orders through the medium of another investment firm shall remain responsible for concluding the service or transaction, based on any such information or recommendations, in accordance with the relevant provisions of this Title.","Die Verantwortung für die Erbringung der Dienstleistung oder den Abschluss des Geschäfts auf der Grundlage solcher Angaben oder Empfehlungen im Einklang mit den einschlägigen Bestimmungen dieses Titels verbleibt bei der Wertpapierfirma, die die Kundenanweisungen oder -aufträge über eine andere Wertpapierfirma erhält.","investment, transaction, service, title, information, responsible, relevant",0.004977587797754485,0.023201856148491882,0.9327253699302673,service
The implementation of the.eu TLD may take into consideration best practices in this regard and could be supported by voluntary guidelines or codes of conduct where appropriate.,"Bei der Verwaltung der TLD "".eu"" könnten einschlägige bewährte Praktiken berücksichtigt und gegebenenfalls auf freiwilliger Basis Leitlinien oder Verhaltensregeln aufgestellt werden.",consideration,0.007987276352377327,0.04098360655737705,0.9616842865943909,consideration
"Implementing measures, including adjustment and updating measures to take account of economic and technical changes, shall be laid down in accordance with the procedure referred to in Article 9(2), taking into consideration Member States' resources and the burden on respondents, technical and methodological feasibility and reliability of results.","Die Durchführungsmaßnahmen, einschließlich der durch wirtschaftlichen und technischen Wandel bedingten Anpassungs- und Aktualisierungsmaßnahmen, werden nach dem in Artikel 9 Absatz 2 genannten Verfahren unter Berücksichtigung der in den Mitgliedstaaten verfügbaren Ressourcen und des Aufwands für die Befragten, der technischen und methodischen Realisierbarkeit sowie der Zuverlässigkeit der Ergebnisse festgelegt.","member, article, consideration, taking, burden, adjustment, account, procedure",0.005389738117818599,0.07619047619047618,0.9323132038116455,consideration
"The contracting authority may, in particular, take into consideration explanations relating to:","Der öffentliche Auftraggeber kann insbesondere Begründungen berücksichtigen, die Folgendes betreffen:","authority, consideration",0.015718877363021206,0.08130081300813008,0.9741020202636719,consideration
"IN DETERMINING THE FLOOR LINE , THE JACKING POINTS , EXHAUST PIPES OR WHEELS SHALL NOT BE TAKEN INTO CONSIDERATION.","Die Ansätze für Wagenheber , die Auspuffrohre und die Räder sind bei der Bestimmung der Bodenlinie nicht zu berücksichtigen.",consideration,0.010862721615727716,0.04975124378109454,0.8857058882713318,consideration
"THE ARTICLES REFERRED TO IN ARTICLE 51 AND THE SCIENTIFIC INSTRUMENTS OR APPARATUS WHICH HAVE BEEN ADMITTED DUTY-FREE IN ACCORDANCE WITH THE CONDITIONS LAID DOWN IN ARTICLES 52 TO 56 MAY NOT BE LENT , HIRED OUT OR TRANSFERRED , WHETHER FOR A CONSIDERATION OR FREE OF CHARGE , WITHOUT PRIOR NOTIFICATION TO THE COMPETENT AUTHORITIES.","DIE IN ARTIKEL 51 GENANNTEN GEGENSTÄNDE UND DIE NACH MASSGABE DER ARTIKEL 52 BIS 56 UNTER BEFREIUNG VON DEN EINGANGSABGABEN EINGEFÜHRTEN WISSENSCHAFTLICHEN INSTRUMENTE ODER APPARATE DÜRFEN OHNE VORHERIGE UNTERRICHTUNG DER ZUSTÄNDIGEN BEHÖRDEN WEDER VERLIEHEN , VERMIETET , VERÄUßERT NOCH ÜBERLASSEN WERDEN.","article, consideration, charge, competent, duty",0.005212783368500717,0.09195402298850575,0.9020505547523499,consideration
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,article
Article 22b,Artikel 22b,article,0.1495348781221221,0.25,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.012673718536830811,0.0824175824175824,0.9682288765907288,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,article,0.028517539529041507,0.15873015873015875,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",0.014461870879312647,0.10638297872340426,0.9677249193191528,article
